algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,sigma_dp_honest,sigma_dp_attacker,balance_kept_honest,balance_kept_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,trust_honest,trust_attacker,eps_n_honest,eps_n_attacker,balance_local_norm_honest,balance_local_norm_attacker,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,40,4.846753353477158,0.782004981637001,0.617247799038887,nan,0.9606636166572571,6.163837807973226,1000.0,nan,nan,0,0,0,51206,0.9215626449533851,0.9233718184193731,74.55555555555556,168.45,207.61282857259116,208.30062540690105,207.61282857259116,208.30062540690105,9.115216946224201,161.07280758505829,0.6251900858349271,0.6224911161760489,2.297166518713007,4.177123581553013,5.990239302317302,105.85207880655925,5563.400153614169,908.5215499565719,0.9215626449533851,0.9233718184193731,3.4251407564170107,1.1469513120971115,0.6225697269428123,0.9233191240465772,128.71740615844726,645.2541327389982
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,41,4.900229649474624,0.7826704829931259,0.6152578976750374,nan,1.2549177575856447,5.975510195096334,1000.0,nan,nan,0,0,0,51512,0.8853091189494644,0.9297365099225581,56.3125,168.70333333333335,199.62689781188965,209.75943669637044,199.62689781188965,209.75943669637044,9.211545910953017,164.65498436926487,0.6660004742443562,0.5990564913799366,2.316921279703587,4.213500794850227,6.094035506248474,108.92995928446452,5807.315589343112,898.7991894272832,0.8853091189494644,0.9297365099225581,3.4548689887915716,1.1579254265854362,0.6024460601325654,0.9274870217720217,132.24372274780274,725.1136125153494
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,42,4.946894044978083,0.7831764799356461,0.6132447385787964,nan,1.032477746407191,5.818630297978719,1000.0,nan,nan,0,0,0,50496,0.8737122914149422,0.9334328825302136,51.666666666666664,167.28666666666666,196.81131998697916,210.59613983154296,196.81131998697916,210.59613983154296,8.836181162307282,168.0410202520521,0.670243481794993,0.5793510380387307,2.3266933387834463,4.2497128913347995,5.884808937708537,111.9136513519287,5834.453120315658,900.9892215468509,0.8737122914149422,0.9334328825302136,3.4805050703142575,1.1703648945487457,0.5811332428182652,0.932261890547561,128.71941973876955,610.6069703718983
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,43,4.991698594744057,0.7838604810833931,0.6109471413493156,nan,0.8048322920997938,5.739275553474823,1000.0,nan,nan,0,0,0,51088,0.8794057414875841,0.9312979609844634,53.75,168.14333333333335,198.3401133219401,210.06403650919597,198.3401133219401,210.06403650919597,9.005083154251043,171.25838883365606,0.648126907646656,0.5683552028114597,2.4057848827972776,4.283837752876016,6.037411530812581,114.81930302937826,5844.428563805319,897.760266653094,0.8794057414875841,0.9312979609844634,3.5326166048445202,1.1498494789268248,0.5714233453051211,0.9293021063884297,130.79858462524413,678.9224455231841
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,44,5.049084658813895,0.7844879806041718,0.6090912145376205,nan,0.9865863919258118,5.732187112967173,1000.0,nan,nan,0,0,0,50228,0.799027689213277,0.9246045497102888,26.428571428571427,166.81,179.58150809151786,208.5935957845052,179.58150809151786,208.5935957845052,9.229562256891153,174.36685051460105,0.7593439391681126,0.5643598413964113,2.454508787570756,4.320392045123994,6.229302951267788,117.68531445821127,5325.2626232433095,886.2054754697162,0.799027689213277,0.9246045497102888,3.574038742102699,1.1434020248613774,0.5688057328765478,0.9217412336728978,127.67029858398438,606.2769620072362
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,45,5.168200186555717,0.7849624827504158,0.607327541410923,nan,1.0090925851288963,5.4937236738204955,1000.0,nan,nan,0,0,0,51828,0.9022499425364823,0.932265304367491,62.64705882352941,169.21,203.5969004911535,210.21132954915365,203.5969004911535,210.21132954915365,8.822343010380354,177.42170911599538,0.5849904207622304,0.5379169630507629,2.4775915436164273,4.356942763637484,5.994287715238683,120.5481095123291,5922.010964612447,887.413233880408,0.9022499425364823,0.932265304367491,3.605202275629061,1.152962888737763,0.5404414071551633,0.9306556477393297,133.0490923461914,733.7963131250681
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,46,5.262771381836867,0.7855569797754288,0.6059437975287437,nan,1.2517905064991541,5.3303127797444665,1000.0,nan,nan,0,0,0,50710,0.8435774486721886,0.9348588968652103,59.57142857142857,167.64333333333335,190.16405596051897,210.85835983276368,190.16405596051897,210.85835983276368,8.98687340068068,180.2535793014984,0.6637109092303685,0.5191143418351809,2.489984382423232,4.391201116924013,6.14692006792341,123.29141565958659,5629.564320593447,885.1087045808232,0.8435774486721886,0.9348588968652103,3.6307144231237,1.163874554307343,0.5224113319712276,0.9327775609129265,129.17731268310547,609.879123236802
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,47,5.3015491129208625,0.7859294795989991,0.6045224985480309,nan,1.7479715682566166,5.227655359009901,1000.0,nan,nan,0,0,0,51032,0.7779979256480551,0.933346194688472,72.875,168.16333333333333,175.58128929138184,210.5797383626302,175.58128929138184,210.5797383626302,9.587281902326055,182.92166890057453,0.7552078366279602,0.5066515082369248,2.5316961283990764,4.426220328886088,6.601456046104431,125.9532544708252,5430.756900775782,882.7673815917769,0.7779979256480551,0.933346194688472,3.6684106486912826,1.1646367675846878,0.5131075167665621,0.9293111747133962,129.15714364624023,616.5525393674786
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.418567425604789,0.7863859793543816,0.6030951327085495,nan,1.0395894008023399,5.050709094603857,1000.0,nan,nan,0,0,0,50604,0.9152623190736137,0.9361060434330994,52.42857142857143,167.45666666666668,206.65006365094865,211.20218688964843,206.65006365094865,211.20218688964843,8.862191075771428,185.4722847099136,0.5208679948534284,0.4871829854696989,2.5399023215299716,4.460935191900994,6.14300182887486,128.56375747680664,6289.609862957472,887.896910907548,0.9152623190736137,0.9361060434330994,3.6925220437525854,1.176672399003871,0.48795104757291097,0.9356307793597564,129.61441302490235,620.7926846259332
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.502828581318026,0.7869744792580604,0.601533477306366,nan,1.2750471472740172,4.988151320417722,1000.0,nan,nan,0,0,0,50428,0.7965462278964908,0.9317175379997515,54.2,167.19,179.5555633544922,210.14900731404623,179.5555633544922,210.14900731404623,9.158211733551767,187.85440824831625,0.6997846722602844,0.4791423503061136,2.5481525594632672,4.4961212531842145,6.390657043457031,131.08597312927247,5438.922976290449,889.5641104906107,0.7965462278964908,0.9317175379997515,3.7169337756958356,1.192537963381544,0.4827594375512639,0.9295016148833046,127.88496002197266,588.127696057271
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.105412490458198,0.7862849789857864,0.6027922648191452,nan,1.0257042263235365,4.81800180832545,1000.0,nan,0.0,0,0,50267,399,0.8361466726281866,0.0,57.0,167.55666666666667,188.27161734444755,0.0,188.27161734444755,0.0,9.139736248958197,190.4516980447399,0.621427195412772,0.0,2.584519844717347,0.0,6.42042521068028,133.78732714335123,5767.6907060746325,0.0,0.8361466726281866,0.0,2.584519844717347,1.0926408004327965,0.621427195412772,0.8361466726281866,6.5895066070556645,201.86917471261214
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7877109786868095,0.5995259797573089,1.0,1.0661943964660168,27.384732456207274,1000.0,1.0,1.0,528,0,49900,560,0.8362852865864554,0.0,4.0,168.09333333333333,188.44906616210938,0.0,188.44906616210938,0.0,9.008547511354218,193.9201613186593,0.6073414757847786,0.0,2.6231775953413354,0.0,6.370597958564758,137.13502451578776,5556.474225148515,0.0,0.8362852865864554,0.0,2.6231775953413354,1.0998052692785993,0.6073414757847786,0.8362852865864554,7.537962646484375,222.2589690059406
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7879519799351692,0.5984064176678657,1.0,0.8409216744559151,170.03599939982095,1000.0,1.0,1.0,932,0,49313,375,0.7957074727665949,0.0,4.285714285714286,165.52666666666667,179.5959756033761,0.0,179.5959756033761,0.0,8.556628046590145,322.1632615155671,0.6643414284501757,0.0,2.679681689425235,0.0,6.091487748282296,229.3489385986328,5267.604465274338,0.0,0.7957074727665949,0.0,2.679681689425235,1.0992464839190168,0.6643414284501757,0.7957074727665949,6.285859146118164,184.36615628460183
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.7886014798283577,0.596912273466587,1.0,0.8586973629214547,1247.9011971028647,1000.0,1.0,1.0,11444,0,38996,632,0.8055938519140952,0.0,8.363636363636363,131.78666666666666,181.7899308638139,0.0,181.7899308638139,0.0,8.445405964282973,1885.9753302731265,0.6331459012898532,0.0,2.7284205286414895,0.0,6.0525243932550605,1351.6119580078125,5907.496872122945,0.0,0.8055938519140952,0.0,2.7284205286414895,1.1025855911542755,0.6331459012898532,0.8055938519140952,9.998446197509766,324.91232796676195
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7888429814577103,0.5958108800649643,1.0,1.0554845739494672,11016.425413411458,1000.0,1.0,1.0,2187,0,48131,514,0.7924270274356576,0.0,8.727272727272727,161.83,178.5850830078125,0.0,178.5850830078125,0.0,8.657823136289862,16312.208746558863,0.6401897831396623,0.0,2.7552916143295825,0.0,6.246259515935725,11768.58056640625,5577.913621087286,0.0,0.7924270274356576,0.0,2.7552916143295825,1.1075491165344375,0.6401897831396623,0.7924270274356576,9.822179565429687,306.7852491598007
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.2246160781070605,0.789204982817173,0.5949061486124992,1.0,1.0123923830688,88413.44416666667,1000.0,1.0,1.0,5125,0,45052,325,0.7731658057295313,0.0,6.0,151.09666666666666,174.64685249328613,0.0,174.64685249328613,0.0,8.317339586730577,131654.80459200512,0.6599080339074135,0.0,2.7750332089354752,0.0,6.040752530097961,95618.80763020834,6015.033887770027,0.0,0.7731658057295313,0.0,2.7750332089354752,1.1148776280718633,0.6599080339074135,0.7731658057295313,6.985874099731445,240.60135551080108
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.266396818741612,0.7897239792346954,0.5936206069588661,1.0,0.7842595179875692,969225.9854166667,1000.0,1.0,1.0,646,0,49532,302,0.7506044422407658,0.0,4.0,166.03333333333333,169.2780507405599,0.0,169.2780507405599,0.0,8.158826063669634,1413668.5942917713,0.6859374443689982,0.0,2.797295523224573,0.0,5.965262810389201,1033592.9,5786.835667587803,0.0,0.7506044422407658,0.0,2.797295523224573,1.1214114186651787,0.6859374443689982,0.7506044422407658,5.078341522216797,173.6050700276341
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.447392273757089,0.7897779795527459,0.5929523229598999,1.0,0.7473493814468384,9429692.859166667,1000.0,1.0,1.0,1317,0,49329,890,0.7585268128681857,0.0,10.285714285714286,166.91666666666666,171.06185150146484,0.0,171.06185150146484,0.0,8.192733751864576,13805602.831679925,0.6718717345169612,0.0,2.897587877835296,0.0,6.030121258326939,10161377.3425,5446.508210939237,0.0,0.7585268128681857,0.0,2.897587877835296,1.1086245908003196,0.6718717345169612,0.7585268128681857,11.97432960510254,381.2555747657466
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.447392273757089,0.7905059802532196,0.5916273039579392,1.0,0.8778372752039056,112400684.94,1000.0,1.0,1.0,1180,0,49787,1297,0.780943398108671,0.0,12.105263157894736,169.51333333333332,175.9297099866365,0.0,175.9297099866365,0.0,8.192909962890965,161680936.4096391,0.6127874145382329,0.0,2.9972258145964474,0.0,6.070586932332892,119798482.37333333,5588.321978777888,0.0,0.780943398108671,0.0,2.9972258145964474,1.0981781432805051,0.6127874145382329,0.780943398108671,16.71332244873047,530.8905879838994
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.447392273757089,0.7905609798431397,0.5910948929190636,1.0,0.7936274111270905,1169656571.2266667,1000.0,1.0,1.0,912,0,49779,867,0.7946946247711204,0.0,6.333333333333333,168.56666666666666,179.3413963317871,0.0,179.3413963317871,0.0,8.07418693037771,1691273259.6816435,0.5732806275288264,0.0,3.0551039921075986,0.0,6.022635738054912,1261541609.6266668,5686.911902713964,0.0,0.7946946247711204,0.0,3.0551039921075986,1.0877752930365794,0.5732806275288264,0.7946946247711204,10.760483779907226,341.2147141628378
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.447392273757089,0.7908859801292419,0.5903686037659646,1.0,1.0782283080948725,14314275999.573334,1000.0,1.0,1.0,630,0,49787,569,0.8270857298316456,0.0,5.777777777777778,167.68,186.37025282118054,0.0,186.37025282118054,0.0,8.28965911133786,20334253661.07069,0.49295154213905334,0.0,3.0676673063619173,0.0,6.224719206492106,15269025856.64,5563.104457968093,0.0,0.8270857298316456,0.0,3.0676673063619173,1.098782645689345,0.49295154213905334,0.8270857298316456,8.386661376953125,250.3397006085642
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.447392273757089,0.7911829787492752,0.5896786233782768,1.0,1.0712409638441527,150907016197.12,1000.0,1.0,1.0,754,0,49787,757,0.7430327002486781,0.0,8.923076923076923,168.09333333333333,167.2952622633714,0.0,167.2952622633714,0.0,8.248002174166745,215065148240.43936,0.6405516289747678,0.0,3.1340295398872215,0.0,6.234866472390982,162573002992.64,5652.001884199604,0.0,0.7430327002486781,0.0,3.1340295398872215,1.106194186016945,0.6405516289747678,0.7430327002486781,10.874192047119141,367.3801224729743
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.447392273757089,0.7915314799547195,0.5890245300531387,1.0,0.9433552010191811,1768566103012.6934,1000.0,1.0,1.0,572,0,49787,513,0.7174048925290459,0.0,6.0,167.48666666666668,161.98128424750433,0.0,161.98128424750433,0.0,8.132803656662743,2483767517412.289,0.6921254065301683,0.0,3.205242609182986,0.0,6.18890725241767,1890099337297.92,5633.083808826784,0.0,0.7174048925290459,0.0,3.205242609182986,1.0874016653430736,0.6921254065301683,0.7174048925290459,7.289157791137695,253.48877139720528
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.447392273757089,0.7917754808068276,0.5882293331623077,1.0,1.012647265737707,17900058799418.027,1000.0,1.0,1.0,551,0,49787,536,0.7742080282636864,0.0,8.909090909090908,167.41666666666666,174.59946927157316,0.0,174.59946927157316,0.0,8.227080883366357,25211535526670.49,0.5463388155807148,0.0,3.232843073038191,0.0,6.302527514371005,19313824500940.8,5892.538810145383,0.0,0.7742080282636864,0.0,3.232843073038191,1.0950144370702335,0.5463388155807148,0.7742080282636864,9.602970809936524,324.089634557996
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.447392273757089,0.7920194765925408,0.5878431740403175,1.0,1.3522986939975195,209722748939359.56,1000.0,1.0,1.0,1020,0,49787,1037,0.7577304616191896,0.0,9.285714285714286,168.98,171.04663303920202,0.0,171.04663303920202,0.0,8.697286288785422,290677021819620.0,0.5629786678722927,0.0,3.2809123800836812,0.0,6.707304852349417,224168704372899.84,5730.0996997481825,0.0,0.7577304616191896,0.0,3.2809123800836812,1.0980532759535349,0.5629786678722927,0.7577304616191896,11.97326431274414,401.10697898237277
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.447392273757089,0.7924099802970886,0.5867779487371445,1.0,0.7813646967212359,2135018547938590.8,1000.0,1.0,1.0,633,0,49787,640,0.7699865445226587,0.0,10.0,167.69,173.80905532836914,0.0,173.80905532836914,0.0,8.08782135820454,2964421409559817.5,0.5250593361755213,0.0,3.2994957630378816,0.0,6.279009302457173,2301439260666538.5,6227.128318894145,0.0,0.7699865445226587,0.0,3.2994957630378816,1.1088146996948967,0.5250593361755213,0.7699865445226587,10.428543319702149,373.6276991336487
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.447392273757089,0.7928959786891937,0.5863114067912102,1.0,0.8106880374252796,2.4795267973300004e+16,1000.0,1.0,1.0,513,0,49787,440,0.7470813291679002,0.0,5.0,167.29,168.10285568237305,0.0,168.10285568237305,0.0,7.88441600140709,3.3914746117522856e+16,0.5545527711510658,0.0,3.3148857225588313,0.0,6.162038445472717,2.6505954202229584e+16,5474.615470185341,0.0,0.7470813291679002,0.0,3.3148857225588313,1.1191737543857765,0.5545527711510658,0.7470813291679002,6.724114227294922,218.98461880741365
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.447392273757089,0.7928799790143967,0.5858345431089401,1.0,1.0689287185668945,2.4740508157984723e+17,1000.0,1.0,1.0,815,0,49787,842,0.6997723396597851,0.0,10.0,168.29666666666665,157.6563993181501,0.0,157.6563993181501,0.0,8.17420713340444,3.3957153005487456e+17,0.6695480751139777,0.0,3.4363426296252864,0.0,6.4312561580113,2.6716615545820896e+17,5440.519235674226,0.0,0.6997723396597851,0.0,3.4363426296252864,1.0845548662116056,0.6695480751139777,0.6997723396597851,11.035947952270508,380.8363464971958
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.447392273757089,0.7929974803328514,0.5856285390257835,1.0,1.357783943414688,2.9218045617771013e+18,1000.0,1.0,1.0,675,0,49787,642,0.7303612967131429,0.0,7.2727272727272725,167.83,164.88235473632812,0.0,164.88235473632812,0.0,8.806099530331828,3.941187007852757e+18,0.5773125643079932,0.0,3.5013188784073037,0.0,6.974756587635387,3.1215659045688965e+18,5204.542177205392,0.0,0.7303612967131429,0.0,3.5013188784073037,1.075093969992753,0.5773125643079932,0.7303612967131429,9.068529510498047,286.24981974629657
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.454284391020898,0.7932249799370765,0.5851052367687225,1.0,0.6784698118766149,inf,1000.0,1.0,1.0,449,0,49787,356,0.7814308951948888,0.0,3.3333333333333335,167.07666666666665,176.1054204305013,0.0,176.1054204305013,0.0,7.70163019764249,inf,0.4420490860939026,0.0,3.512359319787472,0.0,6.140778382619222,inf,5718.089004984323,0.0,0.7814308951948888,0.0,3.512359319787472,1.0832765071777748,0.4420490860939026,0.7814308951948888,5.283162612915039,171.54267014952973
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.454284391020898,0.7933169811964035,0.5846340957283974,1.0,1.432722306251526,nan,1000.0,1.0,1.0,50119,219,0,20,0.6938631554433384,0.0,4.0,0.0,156.29199829101563,0.0,156.29199829101563,0.0,8.112740474229975,nan,0.602731192111969,0.0,3.5405571069880226,0.0,6.511838817596436,nan,5193.729021069951,0.0,0.6938631554433384,0.0,3.5405571069880226,1.0802080184956697,0.602731192111969,0.6938631554433384,3.9072999572753906,129.84322552674877
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.454284391020898,0.7935869783163071,0.5842446196079254,1.0,0.831253449122111,nan,1000.0,1.0,1.0,49979,78,0,7,0.7188865831171817,0.0,2.0,0.0033333333333333335,162.14683532714844,0.0,162.14683532714844,0.0,7.648912550041104,nan,0.5377909739812216,0.0,3.5511658385113294,0.0,6.180605888366699,nan,4836.671724874252,0.0,0.7188865831171817,0.0,3.5511658385113294,1.0828190815367489,0.5377909739812216,0.7188865831171817,2.4322025299072267,72.55007587311377
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.454284391020898,0.7938654816150665,0.5838497972488403,1.0,1.184667344722483,nan,1000.0,1.0,1.0,50436,534,0,52,0.7126556912783085,0.0,5.555555555555555,0.006666666666666667,160.97152031792535,0.0,160.97152031792535,0.0,7.975541383815385,nan,0.5358964800834656,0.0,3.5955162869107893,0.0,6.487641228569879,nan,5670.350901306116,0.0,0.7126556912783085,0.0,3.5955162869107893,1.0908305186885145,0.5358964800834656,0.7126556912783085,7.243718414306641,255.1657905587752
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.454284391020898,0.7939879795908928,0.583725489974022,1.0,1.2158194810152054,nan,1000.0,1.0,1.0,50610,703,0,167,0.7082928268121875,0.0,10.666666666666666,0.023333333333333334,159.8729278564453,0.0,159.8729278564453,0.0,8.355566767230687,nan,0.5302352905273438,0.0,3.6628898461012067,0.0,6.84223305384318,nan,5493.199358718715,0.0,0.7082928268121875,0.0,3.6628898461012067,1.098606570416168,0.5302352905273438,0.7082928268121875,11.990469589233399,411.9899519039037
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.454284391020898,0.7941544798016548,0.5832825145125389,1.0,1.071563994884491,nan,1000.0,1.0,1.0,50256,356,0,8,0.6689950094627791,0.0,1.6,0.0,151.4300567626953,0.0,151.4300567626953,0.0,7.59807322958328,nan,0.6073109686374665,0.0,3.690997324355502,0.0,6.263552474975586,nan,4734.842077794452,0.0,0.6689950094627791,0.0,3.690997324355502,1.1070238071685805,0.6073109686374665,0.6689950094627791,3.785751419067383,118.37105194486132
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.454284391020898,0.7940804791450501,0.5830991408228874,1.0,0.9571304768323898,nan,1000.0,1.0,1.0,50370,470,0,92,0.742010583076471,0.0,8.363636363636363,0.0,167.24823275479403,0.0,167.24823275479403,0.0,7.996389327707985,nan,0.42916358330033044,0.0,3.733405376949305,0.0,6.6360014568675645,nan,5516.4724042237685,0.0,0.742010583076471,0.0,3.733405376949305,1.1190728787907438,0.42916358330033044,0.742010583076471,9.198652801513672,303.40598223230734
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.454284391020898,0.7945739787817001,0.5826018536090851,1.0,1.2242534973404624,nan,1000.0,1.0,1.0,50378,478,0,86,0.6676314288606146,0.0,7.818181818181818,0.0,150.44956415349787,0.0,150.44956415349787,0.0,7.891903762959668,nan,0.6049992631782185,0.0,3.805701974166617,0.0,6.593099334023216,nan,5417.112436988373,0.0,0.6676314288606146,0.0,3.805701974166617,1.1123755413384235,0.6049992631782185,0.6676314288606146,8.274726028442382,297.9411840343605
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.457378153513132,0.7944619792699814,0.5831150016188622,1.0,1.3926581343015034,nan,1000.0,1.0,1.0,50692,792,0,158,0.668456987696567,0.0,10.533333333333333,0.0,150.7525838216146,0.0,150.7525838216146,0.0,8.036965178039297,nan,0.5675363103548686,0.0,3.874987709452981,0.0,6.759198824564616,nan,5294.831775551203,0.0,0.668456987696567,0.0,3.874987709452981,1.1281117903946463,0.5675363103548686,0.668456987696567,11.306443786621093,397.1123831663401
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.457378153513132,0.7947369801998139,0.5824848574399948,1.0,1.2706553425107683,nan,1000.0,1.0,1.0,50296,396,0,32,0.6889017586500705,0.0,4.571428571428571,0.0,155.2626953125,0.0,155.2626953125,0.0,8.616277930990048,nan,0.5014447484697614,0.0,3.896245606107397,0.0,7.294879640851702,nan,5307.6358699640305,0.0,0.6889017586500705,0.0,3.896245606107397,1.1388370979018967,0.5014447484697614,0.6889017586500705,5.4341943359375,185.76725544874105
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.457378153513132,0.7948849803209305,0.5823232325911522,1.0,0.6302893211444219,nan,1000.0,1.0,1.0,50141,241,0,26,0.7240576408396148,0.0,4.333333333333333,0.0,163.04622395833334,0.0,163.04622395833334,0.0,7.518506614129673,nan,0.4752662827571233,0.0,3.9439756975911626,0.0,6.408041477203369,nan,5438.954353151622,0.0,0.7240576408396148,0.0,3.9439756975911626,1.113101411654348,0.4752662827571233,0.7240576408396148,4.89138671875,163.16863059454866
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.8363997923297815,0.7950259798765182,0.5823233696818352,1.0,1.1088994901913862,nan,1000.0,1.0,1.0,50486,586,0,132,0.6592575610866612,0.0,10.153846153846153,0.0,148.65120990459735,0.0,148.65120990459735,0.0,8.04916483524898,nan,0.5525965507213886,0.0,3.9935986915861257,0.0,6.906211046072153,nan,5244.822581978877,0.0,0.6592575610866612,0.0,3.9935986915861257,1.136361613683276,0.5525965507213886,0.6592575610866612,9.662328643798828,340.91346782862706
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.8363997923297815,0.7949764758348465,0.5823477175831795,1.0,0.7296434119343758,nan,1000.0,1.0,1.0,50358,458,0,40,0.7181307716381727,0.0,5.0,0.0,161.85040855407715,0.0,161.85040855407715,0.0,7.504774303954578,nan,0.3857081029564142,0.0,4.014997781736962,0.0,6.4821929931640625,nan,5279.7048596743525,0.0,0.7181307716381727,0.0,4.014997781736962,1.1354103986252206,0.3857081029564142,0.7181307716381727,6.474016342163086,211.1881943869741
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.8363997923297815,0.7953904786705971,0.5817429998517036,1.0,1.029561807711919,nan,1000.0,1.0,1.0,49991,91,0,6,0.6610327517226712,0.0,2.0,0.0,148.74591573079428,0.0,148.74591573079428,0.0,7.416859303335824,nan,0.5014049510161082,0.0,4.025519578936928,0.0,6.449108123779297,nan,5040.223835256668,0.0,0.6610327517226712,0.0,4.025519578936928,1.1417583794616697,0.5014049510161082,0.6610327517226712,2.231188735961914,75.60335752885003
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.8363997923297815,0.7954204800724983,0.5823445165157318,1.0,1.3872430622577667,nan,1000.0,1.0,1.0,50380,480,0,70,0.6514478714349266,0.0,7.0,0.0,146.98562622070312,0.0,146.98562622070312,0.0,7.82927962446248,nan,0.5497108936309815,0.0,4.086216676793302,0.0,6.853252267837524,nan,5262.1700486135405,0.0,0.6514478714349266,0.0,4.086216676793302,1.1416225972550607,0.5497108936309815,0.6514478714349266,7.349281311035156,263.10850243067705
noise-game,scale,fashion_mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.8363997923297815,0.7953424808382988,0.5819552466273308,1.0,1.133858825479235,nan,1000.0,1.0,1.0,50370,470,0,30,0.6393172622924835,0.0,4.285714285714286,0.0,144.47547694614954,0.0,144.47547694614954,0.0,7.627009790061437,nan,0.5564882244382586,0.0,4.123159987593489,0.0,6.720854827335903,nan,5435.247598361534,0.0,0.6393172622924835,0.0,4.123159987593489,1.145427639747362,0.5564882244382586,0.6393172622924835,5.0566416931152345,190.2336659426537
