algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_local_norm_honest,balance_local_norm_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,balance_kept_honest,balance_kept_attacker,sigma_dp_honest,sigma_dp_attacker,balance_threshold_honest,balance_threshold_attacker,sigma_n_honest,sigma_n_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,40,4.847659980761296,0.782128982146581,0.6168487260739008,nan,0.940455436706543,6.152661237716675,1000.0,nan,nan,0,0,0,31066,2.3478909165116617,4.168841247000916,0.6753244022528331,0.6214164493978024,200.0907002766927,208.4522607421875,5.881965796152751,105.78128025054932,5742.972547774024,909.7662309359819,200.0907002766927,208.4522607421875,42.733333333333334,152.125,0.8879566076641688,0.9240921891036403,8.950459505259122,160.96507496121131,0.8879566076641688,0.9240921891036403,3.0762710487073637,1.2128857420886676,0.6251774693644324,0.9215711020264679,89.38362530517578,536.1956688076135
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,4.902906561891237,0.7829189801216125,0.6145808897415797,nan,1.1327654382456904,5.95354820728302,1000.0,nan,nan,0,0,0,31426,2.368201900929988,4.202976883374611,0.6516670150601346,0.5971902799606323,201.83346557617188,210.00697776794433,5.9333112965459405,108.85451393127441,5806.740686816221,897.7187582090384,201.83346557617188,210.00697776794433,39.43478260869565,152.595,0.894821522722392,0.9309750215977866,8.968600421850025,164.54094362664588,0.894821522722392,0.9309750215977866,3.1021118939078374,1.2236673184275628,0.6028089566749307,0.9272461853909073,93.28713052368164,626.1975748771613
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,4.951059812917118,0.7832663142681122,0.6128300591309865,nan,0.8221884199551174,5.738295142650604,1000.0,nan,nan,0,0,0,31316,2.4040412444640364,4.236995160105878,0.7162621447018215,0.5718609470129014,189.94972337995256,211.7279541015625,5.838936839784894,111.82800418853759,5617.299811067588,905.1668244098939,189.94972337995256,211.7279541015625,53.714285714285715,152.82,0.8434758752998697,0.93835422301886,8.767303111747118,167.9124189907754,0.8434758752998697,0.93835422301886,3.137222810720773,1.2203983460627754,0.5813077543383447,0.9321472283082718,90.00977389526368,519.3511244738501
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,4.9823311890676205,0.7841489805777868,0.6105410595734914,nan,0.9469795160823398,5.755977560505271,1000.0,nan,nan,0,0,0,31224,2.4573921985632734,4.271598391926273,0.675255729092492,0.5700539995729923,194.13197411431207,209.8698585510254,6.005292150709364,114.6939182662964,5627.217479290395,899.1151729886254,194.13197411431207,209.8698585510254,41.388888888888886,152.395,0.861758196407943,0.9301928782409999,8.95717558869645,171.07137156440652,0.861758196407943,0.9301928782409999,3.1830746759084736,1.2096840212551496,0.5787403809094648,0.9245423081813897,90.93669448852539,562.2258984499045
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.011880633526433,0.7848016466697058,0.6085085817178091,nan,0.8386357145176994,5.785664991736412,1000.0,nan,nan,0,0,0,31312,2.5115758768498906,4.309807062910075,0.651248597436481,0.5696964900940656,195.7725304497613,207.8322959136963,5.966255108515422,117.56906120300293,5771.33716218783,886.2347619631701,195.7725304497613,207.8322959136963,43.833333333333336,152.615,0.8686450262378761,0.9211675535824735,8.839820987247208,174.19460545525723,0.8686450262378761,0.9211675535824735,3.230868351273965,1.200917533831349,0.5764301503333477,0.9168308311411765,90.18072946166993,562.2620426240298
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.075800855335197,0.7852606465419133,0.6068595240513484,nan,0.9782406779981795,5.552256304621697,1000.0,nan,nan,0,0,0,31786,2.5290435706718535,4.346568616731143,0.5715767826352801,0.5437023697793484,205.6856188092913,209.43592658996582,5.9498948823838,120.45913669586182,6058.145549687444,882.8868610993238,205.6856188092913,209.43592658996582,50.38095238095238,153.64,0.9108028558218929,0.9285763661687628,8.757006006677212,177.29075966165433,0.9108028558218929,0.9285763661687628,3.256053589095569,1.2106294180020334,0.5463510696434867,0.9268874805701914,92.41316662597656,607.5968575266022
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.13826413647965,0.7858873140811921,0.6052181927363077,nan,1.0816197327592156,5.338100540041924,1000.0,nan,nan,0,0,0,30978,2.563072774550942,4.3814572675146914,0.6558066173033281,0.5200010477751493,191.06495943936434,210.80839820861817,5.9409025799144395,123.23247512817383,5904.838585714636,878.5675648708203,191.06495943936434,210.80839820861817,50.72727272727273,152.1,0.8485672988950413,0.9342991339069345,8.68567327726858,180.16740751333097,0.8485672988950413,0.9342991339069345,3.2904265717364414,1.2115707174207495,0.5270809589827795,0.9298297017499164,88.52678839111329,481.3334748340501
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.294810733398182,0.7862496467431387,0.603728537162145,nan,1.1834754277678097,5.21654328852892,1000.0,nan,nan,0,0,0,31756,2.6083721511390707,4.415859020822818,0.6682763485347524,0.5057119091972708,187.6889621510225,210.60812187194824,6.213885139016544,125.89898193359375,5798.2465258789325,886.2877403831116,187.6889621510225,210.60812187194824,58.294117647058826,153.825,0.8323303028915006,0.933933446219532,9.024413420366763,182.84284899927422,0.8323303028915006,0.933933446219532,3.3313668990125698,1.2076783841328005,0.5184473721868431,0.925973752963419,90.62467346191406,551.6554780331284
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.43170618701152,0.7869033149878184,0.6021826893091202,nan,1.125280965458263,5.12839561522007,1000.0,nan,nan,0,0,0,30596,2.617940201084998,4.450744551255038,0.5980009599165483,0.49482477009296416,195.65320517800072,210.0726416015625,6.0582308335737745,128.50452392578126,6128.056185442573,880.603935161423,195.65320517800072,210.0726416015625,34.54545454545455,151.08,0.8675337213317917,0.9313774340244635,8.739896344470797,185.3868315288945,0.8675337213317917,0.9313774340244635,3.351061941153014,1.21895598588657,0.5002036235908761,0.9280490888129973,88.33342715454101,487.0588101443058
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.523414371442982,0.7874213135242463,0.6007358650366466,nan,1.2447822757742621,4.996971489191055,1000.0,nan,nan,0,0,0,30688,2.626008025173507,4.48471637086823,0.5837368125265295,0.4800194880366325,195.87624844637784,210.08284324645996,6.295413320714777,131.06640533447265,6027.660374444057,882.1332762509867,195.87624844637784,210.08284324645996,38.81818181818182,151.305,0.8676402097579999,0.9311801802747006,9.021721514590899,187.82636637301036,0.8676402097579999,0.9311801802747006,3.369491363451396,1.2322030111361046,0.48542655234653237,0.9278676699634034,88.3424147644043,485.4618387381639
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.074807043784342,0.7865196472406387,0.603141520222028,nan,1.1155449481947082,4.838829795122146,1000.0,nan,0.0,0,0,30411,605,2.67060986552772,0.0,0.6352050964321408,0.0,186.72455487932478,0.0,6.175381251743862,133.77354999542237,5655.7665182847995,0.0,186.72455487932478,0.0,43.214285714285715,152.055,0.8277899532334535,0.0,8.790906213471795,190.43208571468375,0.8277899532334535,0.0,2.67060986552772,1.0529821569347877,0.6352050964321408,0.8277899532334535,8.713812561035157,263.93577085329065
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.7880209799607595,0.59877299507459,1.0,0.9359051883220673,27.52635830402374,1000.0,1.0,1.0,484,0,29900,530,2.701738991804099,0.0,0.6055606278506193,0.0,188.87491815740412,0.0,6.229913928292015,137.1392583847046,5806.574536638898,0.0,188.87491815740412,0.0,4.181818181818182,151.92,0.837354677897455,0.0,8.809608765094621,193.926148356225,0.837354677897455,0.0,2.701738991804099,1.055437315830981,0.6055606278506193,0.837354677897455,6.925413665771484,212.90773301009295
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.7883766476313273,0.5977402249972026,1.0,1.1280906681831067,169.1568054962158,1000.0,1.0,1.0,800,0,29600,580,2.7479105907932495,0.0,0.6710952933018024,0.0,178.51310495229868,0.0,6.161270838517409,228.6083782196045,5643.77170813905,0.0,178.51310495229868,0.0,6.153846153846154,150.5,0.7909393889151477,0.0,8.654651382063793,321.1230066597359,0.7909393889151477,0.0,2.7479105907932495,1.0561794439684762,0.6710952933018024,0.7909393889151477,7.7355678812662765,244.56344068602547
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.788792980114619,0.5963984916607539,1.0,0.7617274473110834,1229.033642578125,1000.0,1.0,1.0,7566,0,22789,551,2.781567701012004,0.0,0.6191141170759996,0.0,183.27237192789713,0.0,6.020106792449951,1331.887148742676,6049.044973418015,0.0,183.27237192789713,0.0,8.0,116.22,0.8137649684534843,0.0,8.400171979023481,1858.4522653520219,0.8137649684534843,0.0,2.781567701012004,1.060175287903606,0.6191141170759996,0.8137649684534843,7.3308948771158855,241.96179893672058
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.7892193124691645,0.5953228755791982,1.0,1.1085529520231134,10696.750637207031,1000.0,1.0,1.0,1978,0,28550,766,2.802888071719005,0.0,0.5945102747748879,0.0,184.76490065630745,0.0,6.286202963660745,11429.88184814453,5928.125749639987,0.0,184.76490065630745,0.0,8.117647058823529,145.89,0.8190466811045329,0.0,8.713187999849339,15842.744807105695,0.8190466811045329,0.0,2.802888071719005,1.0673539972993882,0.5945102747748879,0.8190466811045329,10.470011037190755,335.9271258129326
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.194253122102357,0.7893613133827845,0.5944081016381582,1.0,0.9971138147207407,83884.2005078125,1000.0,1.0,1.0,4000,0,26314,498,2.82013801144387,0.0,0.586891735975559,0.0,183.7127932035006,0.0,6.144852454845722,90696.6976171875,5899.886988362656,0.0,183.7127932035006,0.0,6.461538461538462,133.64,0.8152925449759999,0.0,8.460671799193547,124877.69192970618,0.8152925449759999,0.0,2.82013801144387,1.0760359019613772,0.586891735975559,0.8152925449759999,7.9608877054850264,255.66176949571508
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.257769193933119,0.7900849799315135,0.5928536224365234,1.0,0.8080722182989121,880558.908125,1000.0,1.0,1.0,586,0,29622,358,2.851946871949243,0.0,0.6428131878376007,0.0,175.69599304199218,0.0,6.019345808029175,939498.79921875,5495.861138764658,0.0,175.69599304199218,0.0,5.0,149.65,0.7781394092730766,0.0,8.232796613630637,1284973.945574101,0.7781394092730766,0.0,2.851946871949243,1.0736996941390855,0.6428131878376007,0.7781394092730766,5.85653310139974,183.19537129215527
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.296937421504916,0.7900323134660721,0.5924063072601954,1.0,0.7711484727915376,8098398.25625,1000.0,1.0,1.0,1170,0,29186,700,2.9420755700768195,0.0,0.6565664982423186,0.0,172.95928192138672,0.0,6.009724116325378,8719556.315,5484.259628803335,0.0,172.95928192138672,0.0,12.2,148.21,0.7666865471346939,0.0,8.165021480989925,11846694.330489242,0.7666865471346939,0.0,2.9420755700768195,1.0682202138770496,0.6565664982423186,0.7666865471346939,11.530618794759114,365.61730858688895
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.296937421504916,0.790632979273796,0.5912177656094233,1.0,0.9384041676918665,87185536.02,1000.0,1.0,1.0,898,0,29787,1091,3.0294992014371522,0.0,0.6245022503038248,0.0,174.47421518961588,0.0,6.047478636105855,93170515.42,5659.256151173334,0.0,174.47421518961588,0.0,12.75,152.86,0.7734998354010884,0.0,8.161722831812163,125743631.14158683,0.7734998354010884,0.0,3.0294992014371522,1.068480985549184,0.6245022503038248,0.7734998354010884,13.95793721516927,452.74049209386675
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.296937421504916,0.7908149818579356,0.5905569076538086,1.0,0.6590876579284668,831991808.32,1000.0,1.0,1.0,556,0,29787,559,3.057239622639844,0.0,0.4979428589344025,0.0,188.5580271402995,0.0,6.036861101786296,896920779.68,6233.231223729948,0.0,188.5580271402995,0.0,7.733333333333333,151.15,0.8356913756838131,0.0,8.093258023320299,1202447956.6508381,0.8356913756838131,0.0,3.057239622639844,1.060876182549621,0.4979428589344025,0.8356913756838131,9.427901357014974,311.66156118649747
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.296937421504916,0.7910996464888255,0.5899532810846965,1.0,1.0968840916951497,9274022848.64,1000.0,1.0,1.0,580,0,29787,537,3.069346613450798,0.0,0.5159671207269033,0.0,183.42178599039713,0.0,6.25366206963857,9913021462.4,5851.014029785292,0.0,183.42178599039713,0.0,5.833333333333333,151.27,0.814454512491197,0.0,8.3282032546528,13201490052.911371,0.814454512491197,0.0,3.069346613450798,1.063519093882989,0.5159671207269033,0.814454512491197,7.336871439615885,234.04056119141168
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.314993223854225,0.7911973142623902,0.5894120228290558,1.0,1.0866206362843513,91440034050.56,1000.0,1.0,1.0,485,0,29787,530,3.116034958864567,0.0,0.5959884598851204,0.0,172.76735305786133,0.0,6.32230019569397,98735426961.92,5629.774783246983,0.0,172.76735305786133,0.0,9.875,150.795,0.7664257782040884,0.0,8.36366680677627,130615470251.90724,0.7664257782040884,0.0,3.116034958864567,1.0621041544959908,0.5959884598851204,0.7664257782040884,9.214258829752604,300.25465510650577
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.37047640556939,0.7917409789562225,0.5881370673576991,1.0,0.8963775131851435,1072231373824.0,1000.0,1.0,1.0,705,0,29787,720,3.177856857510858,0.0,0.6261771451681852,0.0,168.4634780883789,0.0,6.129601866006851,1144928682004.48,5486.6503431705605,0.0,168.4634780883789,0.0,8.0,151.895,0.7468259423162722,0.0,8.054870825584477,1504543498852.176,0.7468259423162722,0.0,3.177856857510858,1.0534648288929733,0.6261771451681852,0.7468259423162722,8.984718831380208,292.62135163576323
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.37047640556939,0.7920346460739771,0.5875775372982025,1.0,1.0648972329340483,11177804266700.8,1000.0,1.0,1.0,754,0,29787,829,3.2285276789770827,0.0,0.5805850860319639,0.0,170.61272791812294,0.0,6.213456731093557,12045691400847.36,5840.157868523882,0.0,170.61272791812294,0.0,9.894736842105264,152.14,0.7562974425441396,0.0,8.110811253968082,15723989657303.725,0.7562974425441396,0.0,3.2285276789770827,1.0709577474424408,0.5805850860319639,0.7562974425441396,10.805472768147787,369.8766650065125
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.37047640556939,0.792258979678154,0.5870557177066803,1.0,1.3871014813582103,131633164696944.64,1000.0,1.0,1.0,1121,0,29787,1162,3.2936544252107454,0.0,0.6164562801520029,0.0,165.59276156955295,0.0,6.584219323264228,140579759691530.23,5533.567617684413,0.0,165.59276156955295,0.0,8.555555555555555,153.975,0.7335841578139711,0.0,8.537682676302303,182288183310711.56,0.7335841578139711,0.0,3.2936544252107454,1.0704277647277949,0.6164562801520029,0.7335841578139711,9.935565694173176,332.0140570610648
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.412461570377693,0.7926013123989105,0.5861764826377233,1.0,0.866546598116034,1319602042091602.0,1000.0,1.0,1.0,847,0,29787,914,3.320397629132944,0.0,0.4786416088279925,0.0,178.92142928274055,0.0,6.252302445863423,1424087418672251.0,5779.998173909814,0.0,178.92142928274055,0.0,9.473684210526315,152.605,0.7942187230512804,0.0,8.0534209815265,1834328328862411.2,0.7942187230512804,0.0,3.320397629132944,1.0801745372912355,0.4786416088279925,0.7942187230512804,11.331690521240235,366.0665510142881
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.412461570377693,0.7930609806378682,0.5855326900879542,1.0,1.0206395238637924,1.5446335056762634e+16,1000.0,1.0,1.0,667,0,29787,692,3.352796190787454,0.0,0.5361285544931889,0.0,170.63159561157227,0.0,6.316401422023773,1.6500955640433214e+16,5784.707225095792,0.0,170.63159561157227,0.0,8.625,151.705,0.7566039101344881,0.0,8.081925629611074,2.1113207884239292e+16,0.7566039101344881,0.0,3.352796190787454,1.1025088024736271,0.5361285544931889,0.7566039101344881,9.10035176595052,308.5177186717756
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.412461570377693,0.7929193125168482,0.5854707358280817,1.0,0.9827849112451077,1.5119878865096278e+17,1000.0,1.0,1.0,667,0,29787,776,3.4392620451405023,0.0,0.6039361223578453,0.0,164.10684814453126,0.0,6.352143049240112,1.6342762019180512e+17,5608.0863028541935,0.0,164.10684814453126,0.0,11.1,151.705,0.7276559354815261,0.0,8.073653381201973,2.0771855232403846e+17,0.7276559354815261,0.0,3.4392620451405023,1.0720060550406842,0.6039361223578453,0.7276559354815261,10.94045654296875,373.87242019027957
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.412461570377693,0.7932219785451889,0.5849334214131038,1.0,1.0349240515913283,1.784655544943693e+18,1000.0,1.0,1.0,911,0,29787,1018,3.4893000911937837,0.0,0.5057683118752071,0.0,171.76322283063615,0.0,6.590582734062558,1.906730888102255e+18,5626.390799632246,0.0,171.76322283063615,0.0,10.476190476190476,152.925,0.7614608818199772,0.0,8.32105418874803,2.4073760520837e+18,0.7614608818199772,0.0,3.4893000911937837,1.0595142222639395,0.5057683118752071,0.7614608818199772,12.02342559814453,393.8473559742572
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.549805136239071,0.7933579792579015,0.5844581667582194,1.0,0.7313817044099172,inf,1000.0,1.0,1.0,430,0,29787,345,3.522686284876554,0.0,0.5837783366441727,0.0,163.2737799750434,0.0,6.093026691012913,inf,5663.574560301571,0.0,163.2737799750434,0.0,3.111111111111111,150.52,0.7231910061697672,0.0,7.641741068423205,inf,0.7231910061697672,0.0,3.522686284876554,1.055516621835037,0.5837783366441727,0.7231910061697672,4.898213399251302,169.90723680904713
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.549805136239071,0.793689980506897,0.5837554023663203,1.0,1.1987945884466171,nan,1000.0,1.0,1.0,30047,147,0,38,3.547389679323692,0.0,0.5460181683301926,0.0,163.6348648071289,0.0,6.31553328037262,nan,5943.724408695329,0.0,163.6348648071289,0.0,4.75,0.0,0.723793463358771,0.0,7.868174243129841,nan,0.723793463358771,0.0,3.547389679323692,1.054043508700077,0.5460181683301926,0.723793463358771,4.363596394856771,158.49931756520877
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,5.549805136239071,0.7938039787610371,0.5835832915703456,1.0,1.1591204196214675,nan,1000.0,1.0,1.0,30181,280,0,59,3.577923883815648,0.0,0.6240648657083512,0.0,152.40958404541016,0.0,6.395994710922241,nan,5441.524508953224,0.0,152.40958404541016,0.0,5.8,0.005,0.676470524857163,0.0,7.915470602397204,nan,0.676470524857163,0.0,3.577923883815648,1.069203504129184,0.6240648657083512,0.676470524857163,5.080319468180338,181.3841502984408
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,5.549805136239071,0.7940359807014465,0.5832643967866897,1.0,1.2761404275894166,nan,1000.0,1.0,1.0,30441,539,0,110,3.6412804679370083,0.0,0.6341459393501282,0.0,151.16063639322917,0.0,6.4955444971720375,nan,5082.200938965334,0.0,151.16063639322917,0.0,7.2,0.01,0.6694327303062436,0.0,7.985257217904106,nan,0.6694327303062436,0.0,3.6412804679370083,1.0885422773955253,0.6341459393501282,0.6694327303062436,7.558031819661458,254.11004694826667
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,5.549805136239071,0.7940289811293284,0.5832970092693964,1.0,1.1920802786946296,nan,1000.0,1.0,1.0,30518,611,0,213,3.697208578808904,0.0,0.5089917331933975,0.0,161.99418869018555,0.0,6.63248507976532,nan,5443.5399205812155,0.0,161.99418869018555,0.0,10.3,0.035,0.718530288072913,0.0,8.099427698609729,nan,0.718530288072913,0.0,3.697208578808904,1.0962673756141958,0.5089917331933975,0.718530288072913,10.799612579345704,362.902661372081
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,5.549805136239071,0.7942429808775584,0.5828225429852804,1.0,1.1145373264948526,nan,1000.0,1.0,1.0,30546,646,0,128,3.757190993674144,0.0,0.6087019324302674,0.0,151.69390563964845,0.0,6.449682362874349,nan,5394.26535652231,0.0,151.69390563964845,0.0,8.533333333333333,0.0,0.6725686618682065,0.0,7.823860196982232,nan,0.6725686618682065,0.0,3.757190993674144,1.091696704754213,0.6087019324302674,0.6725686618682065,7.584695281982422,269.7132678261155
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,5.549805136239071,0.7943549786011378,0.5825424993038177,1.0,1.1656688026019506,nan,1000.0,1.0,1.0,30444,544,0,104,3.7931414573585487,0.0,0.4856115611536162,0.0,162.26180812290735,0.0,6.5983200413840155,nan,5576.8645452387955,0.0,162.26180812290735,0.0,7.428571428571429,0.0,0.718820038660674,0.0,7.950983179052946,nan,0.718820038660674,0.0,3.7931414573585487,1.1009120349245138,0.4856115611536162,0.718820038660674,7.5722177124023435,260.25367877781053
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,5.549805136239071,0.7948516464233398,0.5820105906327565,1.0,1.121050514280796,nan,1000.0,1.0,1.0,30489,589,0,122,3.852197288457919,0.0,0.5126218814402819,0.0,160.72215938568115,0.0,6.786521703004837,nan,5260.177473963299,0.0,160.72215938568115,0.0,7.625,0.0,0.712966502791965,0.0,8.12342927839205,nan,0.712966502791965,0.0,3.852197288457919,1.0958991581570185,0.5126218814402819,0.712966502791965,8.571848500569661,280.542798611376
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,5.549805136239071,0.7947526460886002,0.5823025677601497,1.0,1.218388647717588,nan,1000.0,1.0,1.0,30241,341,0,186,3.9031047511936157,0.0,0.5059260007213143,0.0,155.98782797420725,0.0,6.709840690388399,nan,5634.209268979077,0.0,155.98782797420725,0.0,10.941176470588236,0.0,0.6917757866900517,0.0,7.978276328084837,nan,0.6917757866900517,0.0,3.9031047511936157,1.1012547851157786,0.5059260007213143,0.6917757866900517,8.839310251871744,319.27185857548096
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,5.613465120461423,0.7950796476999918,0.5816474707921346,1.0,1.618393144824288,nan,1000.0,1.0,1.0,30513,613,0,48,3.931918012984066,0.0,0.6339655355973677,0.0,144.3095176003196,0.0,7.044293360276655,nan,5418.922350598491,0.0,144.3095176003196,0.0,4.363636363636363,0.0,0.6410013850199889,0.0,8.320300321292901,nan,0.6410013850199889,0.0,3.931918012984066,1.118264441798011,0.6339655355973677,0.6410013850199889,5.291348978678386,198.69381952194462
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,5.936787715380066,0.7951579803228378,0.5816681251923244,1.0,1.1986661329865456,nan,1000.0,1.0,1.0,30375,475,0,148,3.9983951039759607,0.0,0.6247342545539141,0.0,144.98303031921387,0.0,6.636289149522781,nan,5335.554346526749,0.0,144.98303031921387,0.0,9.25,0.0,0.6425202478919262,0.0,7.786307882285968,nan,0.6425202478919262,0.0,3.9983951039759607,1.11373520691968,0.6247342545539141,0.6425202478919262,7.732428283691406,284.5628984814266
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,5.936787715380066,0.7951049814621608,0.5819528732697169,1.0,1.1273711835965514,nan,1000.0,1.0,1.0,30373,473,0,152,4.0369734381763385,0.0,0.5531732940580696,0.0,149.48870658874512,0.0,6.6887326836586,nan,5497.111671240877,0.0,149.48870658874512,0.0,9.5,0.0,0.6627761276366275,0.0,7.795694563997669,nan,0.6627761276366275,0.0,4.0369734381763385,1.127483835023276,0.5531732940580696,0.6627761276366275,7.972731018066407,293.17928913284675
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,5.936787715380066,0.7951666460434595,0.5816371075312297,1.0,1.0288309933883804,nan,1000.0,1.0,1.0,30529,629,0,86,4.097122535149706,0.0,0.5442852777029786,0.0,149.7185331072126,0.0,6.457933936800275,nan,5385.0792169695405,0.0,149.7185331072126,0.0,6.142857142857143,0.0,0.6632502323864163,0.0,7.4766883239430095,nan,0.6632502323864163,0.0,4.097122535149706,1.124261270358604,0.5442852777029786,0.6632502323864163,6.986864878336589,251.30369679191188
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,5.936787715380066,0.7954909803469976,0.5812969219684601,1.0,0.9429400265216827,nan,1000.0,1.0,1.0,30012,112,0,12,4.104514736881436,0.0,0.4544463038444519,0.0,154.33523559570312,0.0,6.410690021514893,nan,5161.46184192536,0.0,154.33523559570312,0.0,2.4,0.0,0.6837008835181384,0.0,7.3726761924734685,nan,0.6837008835181384,0.0,4.104514736881436,1.1249099892996934,0.4544463038444519,0.6837008835181384,2.572253926595052,86.02436403208934
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,5.936787715380066,0.7953033135334651,0.5818826444943745,1.0,1.2909639527400334,nan,1000.0,1.0,1.0,30394,494,0,114,4.149959687394459,0.0,0.5402696135143439,0.0,147.8021443684896,0.0,6.8309845606486,nan,5397.155902289028,0.0,147.8021443684896,0.0,7.6,0.0,0.6557431609434816,0.0,7.80384059210759,nan,0.6557431609434816,0.0,4.149959687394459,1.1327306687508565,0.5402696135143439,0.6557431609434816,7.390107218424479,269.8577951144514
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,5.936787715380066,0.7956089798609416,0.5813374861081442,1.0,1.2170293458870478,nan,1000.0,1.0,1.0,30661,761,0,86,4.188708104718043,0.0,0.553299143910408,0.0,145.6121117728097,0.0,6.650122540337699,nan,5020.720746964102,0.0,145.6121117728097,0.0,6.142857142857143,0.0,0.6454984250212544,0.0,7.54674085712533,nan,0.6454984250212544,0.0,4.188708104718043,1.137128933141589,0.553299143910408,0.6454984250212544,6.7952318827311196,234.30030152499143
noise-game,scale,fashion_mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,5.936787715380066,0.7957886465390523,0.5812315771977107,1.0,1.4322224246958892,nan,1000.0,1.0,1.0,30150,250,0,98,4.224954268149554,0.0,0.5594418148199717,0.0,143.477419535319,0.0,6.761210044225057,nan,5246.996927713958,0.0,143.477419535319,0.0,8.166666666666666,0.0,0.635993861631471,0.0,7.621824081972292,nan,0.635993861631471,0.0,4.224954268149554,1.1437461797176875,0.5594418148199717,0.635993861631471,5.73909678141276,209.87987710855828
