algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,balance_threshold_honest,balance_threshold_attacker,balance_local_norm_honest,balance_local_norm_attacker,balance_kept_honest,balance_kept_attacker
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,17,0.0,0.8624216453234355,0.5397137242555619,nan,0.05622813211133083,0.0579783071577549,,nan,nan,0,0,0,31054,9.794216375260081,9.771576891538801,5.521474063396454,5.508711090087891,40.125,152.06
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,18,0.0,0.8644949783881505,0.5258532504240672,nan,0.053672184559206165,0.055376943834125995,,nan,nan,0,0,0,30858,9.773741688683408,9.743951433029752,5.546787083148956,5.529880537986755,35.0,151.49
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,19,0.0,0.8661226459344228,0.5136535805463791,nan,0.05117601584643126,0.05287649478763342,,nan,nan,0,0,0,31020,9.741013979611639,9.714639943858337,5.5651913556185635,5.550123462677002,53.81818181818182,152.14
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,20,0.0,0.8676863125960033,0.5027289981643359,nan,0.04903679298857848,0.050998207591474054,,nan,nan,0,0,0,30732,9.714642458432623,9.683837849744487,5.587249342600504,5.5695324754714965,32.333333333333336,151.235
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,21,0.0,0.8690609792868297,0.4929730806748072,nan,0.04718044526875019,0.04910571848973632,,nan,nan,0,0,0,30810,9.684076606074377,9.651689359763317,5.606924970944722,5.588173274993896,40.833333333333336,151.6
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,22,0.0,0.8703759789466858,0.4840514540672302,nan,0.04546325415372848,0.04750262081623077,,nan,nan,0,0,0,31378,9.65285770815172,9.618342255246441,5.626233201277883,5.606115636825561,43.68421052631579,152.74
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,23,0.0,0.8714733123779297,0.4761134336392085,nan,0.04386079091578722,0.046000969260931016,,nan,nan,0,0,0,30674,9.622807716533194,9.583922198266908,5.64623473240779,5.623418443202972,33.07692307692308,151.22
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,24,0.0,0.8724409784873327,0.46896281202634177,nan,0.042560686183472474,0.044679310228675606,,nan,nan,0,0,0,30930,9.583314720943834,9.548510713075085,5.660674317677816,5.6401162791252135,38.13333333333333,151.79
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,25,0.0,0.8734493128458659,0.46241394837697347,nan,0.04124097570776939,0.04344300063326955,,nan,nan,0,0,0,30858,9.550538105902985,9.512238759507689,5.679048220316569,5.65627423286438,42.833333333333336,151.72
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,26,0.0,0.8743619781732559,0.456262384057045,nan,0.04005737694601218,0.042264974545687437,,nan,nan,0,0,0,30894,9.517949662380259,9.475182809507688,5.69752729856051,5.671926689147949,41.46153846153846,151.775
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,27,0.0,0.8751719778776169,0.4508960852026939,nan,0.039072229017814,0.04121734671294689,,nan,nan,0,0,0,31368,9.485277660106348,9.437419796641334,5.715949142680449,5.687109384536743,48.411764705882355,152.725
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,28,0.0,0.8759266432126364,0.4457291198770205,nan,0.03807412159939607,0.04038112537935376,,nan,nan,0,0,0,31238,9.44535370366917,9.399086249584897,5.729963162366082,5.701895308494568,43.64705882352941,152.48
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,29,0.0,0.8766529778639476,0.4409910229841868,nan,0.037070385900636514,0.039501628633588554,,nan,nan,0,0,0,31418,9.405871477182993,9.36018442981191,5.744178682565689,5.716277539730072,51.0,153.01
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,30,0.0,0.8772686435778936,0.43668311546246213,nan,0.03642297363529603,0.0387697721272707,,nan,nan,0,0,0,31504,9.371097085333282,9.320770345526466,5.761222319169478,5.730282127857208,42.36363636363637,152.86
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,31,0.0,0.8778069800138474,0.43269259164730706,nan,0.035595396993060906,0.03814655605703592,,nan,nan,0,0,0,30888,9.337347450432494,9.280901705968631,5.778871178627014,5.7439369869232175,43.833333333333336,151.81
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,32,0.0,0.8784129784504573,0.4289680287241936,nan,0.034790100529789925,0.037221690732985736,,nan,nan,0,0,0,30856,9.308297185617993,9.240627835252011,5.7994262621952934,5.757265660762787,40.15384615384615,151.67
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,33,0.0,0.8789556451638539,0.42555943061908086,nan,0.03408027805387974,0.03670906765386462,,nan,nan,0,0,0,30810,9.255161647895875,9.200015011875525,5.804891347885132,5.770303056240082,40.833333333333336,151.6
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,34,0.0,0.8794636440277099,0.42232456237077715,nan,0.03340343880156676,0.03597145020961762,,nan,nan,0,0,0,32356,9.218151081577961,9.159073661271547,5.820351393326469,5.783049840927124,58.69565217391305,155.03
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,35,0.0,0.8800046430031458,0.41932199567556383,nan,0.03281739658986529,0.03539524106308818,,nan,nan,0,0,0,30774,9.172988903628166,9.117871646330686,5.83057717482249,5.795543291568756,40.0,151.47
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,36,0.0,0.8803109782934189,0.4165538435180982,nan,0.03225520271807909,0.03489306787028909,,nan,nan,0,0,0,30930,9.146853577805985,9.076430628302385,5.852854172388713,5.807792201042175,45.666666666666664,151.91
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,37,0.0,0.8807863124211629,0.41399423211812975,nan,0.03173024129743377,0.03439921816810965,,nan,nan,0,0,0,30268,9.101794223160201,9.034747319193418,5.862978285009211,5.8197895979881284,20.636363636363637,150.205
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,38,0.0,0.8811726438999176,0.41159596780935925,nan,0.031187879803280034,0.033888236796483395,,nan,nan,0,0,0,31402,9.064294168767598,8.99287424007647,5.877877910931905,5.831564583778381,38.375,152.405
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,39,0.0,0.8814929775396982,0.40928253322839736,nan,0.030749487994859617,0.0333373305760324,,nan,nan,0,0,0,30658,9.018903097595972,8.950843064417114,5.887563265286959,5.843133499622345,33.07692307692308,151.14
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,40,0.0,0.8818356434504191,0.4070866695046425,nan,0.030066669825464486,0.03296122746542096,,nan,nan,0,0,0,31066,8.983315892430427,8.9086690107824,5.903557999928792,5.854502372741699,42.733333333333334,152.125
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,41,0.0,0.8822529774904251,0.40504555652538937,nan,0.029680179034670195,0.03271745474077761,,nan,nan,0,0,0,31426,8.936486978496566,8.866366804489843,5.912066169407057,5.865677123069763,39.43478260869565,152.595
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,42,0.0,0.8824866451819737,0.4031668640176455,nan,0.029304106732209522,0.03207065610215068,,nan,nan,0,0,0,31316,8.89924403806357,8.823927604758397,5.926808186939785,5.876648190021515,53.714285714285715,152.82
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,43,0.0,0.8827409770091375,0.40141432791948317,nan,0.028907860356072585,0.031781618017703295,,nan,nan,0,0,0,31224,8.860897687160893,8.781446628829567,5.940743128458659,5.887475576400757,41.388888888888886,152.395
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,44,0.0,0.883024978240331,0.3997930803894997,nan,0.028496725286046663,0.03152736430056393,,nan,nan,0,0,0,31312,8.816652441368456,8.738920318306857,5.95061797565884,5.898154280185699,43.833333333333336,152.615
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,45,0.0,0.8832899765173594,0.3982521711786588,nan,0.02806673587610324,0.030979485204443335,,nan,nan,0,0,0,31786,8.771083412512027,8.696294393144324,5.959459690820603,5.9086447429656985,50.38095238095238,153.64
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,46,0.0,0.8836069784561793,0.3966631648937861,nan,0.02768812091400226,0.03067648984491825,,nan,nan,0,0,0,30978,8.739981387212,8.653651916122845,5.978048714724454,5.919000329971314,50.72727272727273,152.1
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,47,0.0,0.8837709784507751,0.3953792307774226,nan,0.027361715622246267,0.030373256569728255,,nan,nan,0,0,0,31756,8.697040138851179,8.611014020655468,5.988467721378102,5.929233243465424,58.294117647058826,153.825
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,48,0.0,0.8840399793783824,0.39406186789274217,nan,0.027014488310863574,0.030004910184070466,,nan,nan,0,0,0,30596,8.639754342353207,8.568364805106533,5.9888154376636855,5.939330377578735,34.54545454545455,151.08
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,49,0.0,0.8842639772097269,0.3927478531996409,nan,0.026674367853750786,0.029813263509422542,,nan,nan,0,0,0,30688,8.610595603051005,8.525715506675853,6.008527105504816,5.949297246932983,38.81818181818182,151.305
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,50,0.0,0.884336310227712,0.3918281465768814,nan,0.026178354906539122,0.14718462973833085,,nan,0.0,0,0,30411,605,8.575437209173641,8.39418966152125,6.024019922528948,5.896698269844055,43.214285714285715,152.055
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,51,0.0,0.8844749768575032,0.3909145704905192,nan,0.02597310325751702,0.186590973213315,,nan,0.0,0,0,30384,530,8.53365541567314,8.269376161805113,6.034767280925404,5.847876234054565,48.18181818181818,151.92
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,52,0.0,0.8845363114277521,0.39022667666276295,nan,0.02581635406240821,0.3774884535372257,,nan,0.0,0,0,30400,580,8.495194356934649,8.159280608218637,6.047752930567815,5.808614981174469,44.61538461538461,152.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,53,0.0,0.8821493113040924,0.39595101098219554,nan,0.025860742442309858,1.1159227199852466,,nan,0.0,0,0,30355,551,8.458660596634907,8.24161963189853,6.0620235204696655,5.906477921009063,45.916666666666664,151.775
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,54,0.0,0.8651509785652161,0.5487348838647207,nan,0.028897736749301354,3.3662116265296937,,nan,0.0,0,0,30528,766,8.4061206129754,9.961335353917349,6.064666607800652,7.186689398288727,45.05882352941177,152.64
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,55,0.0,0.8628566455592712,0.970740338464578,0.8473062087488533,0.04471763499702017,10.797904245853424,,1.0,0.7360407319880453,1434,0,28880,498,8.360136056581249,20.786833977734595,6.071834931006799,15.097149591445923,15.153846153846153,145.905
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,56,0.0,0.8838046425580979,0.39089564730723697,1.0,0.060807667033125956,39.666366362571715,,1.0,1.0,1605,0,28603,358,8.331387998691106,69.58735050137659,6.091430139541626,50.878255128860474,5.0,144.555
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,57,0.0,0.8848956455787023,0.38705875992774963,1.0,0.026716283541172742,154.66729942321777,,1.0,1.0,1031,0,29325,700,8.29180018028745,266.8674172963155,6.103037405014038,196.42318851470947,12.2,148.905
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,58,0.0,0.8850853113333385,0.3861853900551796,1.0,0.024613349083811045,633.412410812378,,1.0,1.0,971,0,29714,1091,8.245684416060039,1080.9871025555337,6.109690487384796,800.9640296936035,12.75,152.495
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,59,0.0,0.8851919762293498,0.3854459979136785,1.0,0.024169406220316887,2563.094494934082,,1.0,1.0,575,0,29768,559,8.22018061026879,4357.604047318992,6.131534226735433,3250.3906701660158,7.733333333333333,151.055
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,60,0.0,0.8854066431522369,0.384695183634758,1.0,0.023856025245040654,10407.851989746094,,1.0,1.0,467,0,29900,537,8.188998057664124,17588.657854508918,6.149132649103801,13207.35326904297,5.833333333333333,151.835
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,61,0.0,0.8855653091271718,0.3841163401802381,1.0,0.023525907049576442,41304.24516601562,,1.0,1.0,372,0,29900,530,8.123840462049682,69796.56191379653,6.141009598970413,52760.9273828125,9.875,151.36
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,62,0.0,0.8855403111378352,0.38362577120463054,1.0,0.023399845796326795,164380.9550390625,,1.0,1.0,592,0,29900,720,8.093395901921355,276691.18934977264,6.158918708562851,210556.676484375,8.0,152.46
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,63,0.0,0.8857453109820684,0.3829984093705813,1.0,0.023061920031905173,651302.84125,,1.0,1.0,641,0,29900,829,8.047935412824813,1091120.0286917072,6.165289376911364,835875.3365625,9.894736842105264,152.705
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,64,0.0,0.8857869772116344,0.38247902939716977,1.0,0.022833083017418782,2584861.59375,,1.0,1.0,1008,0,29900,1162,8.027902662052494,4302232.6304853875,6.191079457600911,3317860.86375,8.555555555555555,154.54
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,65,0.0,0.8859229767322541,0.38194545328617097,1.0,0.022561666971693435,10156039.615,,1.0,1.0,734,0,29900,914,7.949515306381555,16815310.4839896,6.171634899942498,13054626.985,9.473684210526315,153.17
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,66,0.0,0.8860519774754843,0.3814692773421605,1.0,0.02237406952306628,40143185.18,,1.0,1.0,554,0,29900,692,7.909897851320109,66024448.72098513,6.181953698396683,51601182.8,8.625,152.27
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,67,0.0,0.8860949766635895,0.38114352653423944,1.0,0.02211249565705657,158887474.96,,1.0,1.0,554,0,29900,776,7.883165049243613,259716346.72347626,6.202271723747254,204338148.88,11.1,152.27
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,68,0.0,0.8861859784523646,0.3807467124859492,1.0,0.021957996810475985,628871552.96,,1.0,1.0,798,0,29900,1018,7.838397631057201,1021450284.3474426,6.208300885700044,809026411.2,10.476190476190476,153.49
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,69,0.0,0.8862606438000997,0.3803426585594813,1.0,0.021740791543076437,2491785355.52,,1.0,1.0,317,0,29900,345,7.80641994366892,4017542609.09658,6.224330902099609,3203326850.56,3.111111111111111,151.085
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,70,0.0,0.8863309776782989,0.38009141554435094,1.0,0.021487818509340288,9911531223.04,,1.0,1.0,147,0,29900,185,7.7607747749370875,15878959487.855963,6.229327142238617,12745535877.12,4.75,150.235
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,71,0.0,0.8863939787944158,0.3798272823294004,1.0,0.02131380715717872,39516623872.0,,1.0,1.0,281,0,29900,339,7.758446621589914,62879698136.88746,6.269113492965698,50809135288.32,5.8,150.905
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,72,0.0,0.8864649772644043,0.3795620275537173,1.0,0.02116452860335509,156764859760.64,,1.0,1.0,541,0,29900,649,7.68102276226651,247935718474.22223,6.248067378997803,201681354506.24,7.2,152.205
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,73,0.0,0.8865056429306666,0.3792911550402641,1.0,0.020872181573261817,623403787878.4,,1.0,1.0,618,0,29900,824,7.637153312627801,978373801040.3131,6.253936362266541,801173845770.24,10.3,152.59
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,74,0.0,0.8865309768915176,0.37903569797674813,1.0,0.020621762486795585,2475904428933.12,,1.0,1.0,646,0,29900,774,7.59497498972758,3857841519295.6274,6.260998407999675,3180252685926.4,8.533333333333333,152.73
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,75,0.0,0.8865726441144943,0.3788790077964465,1.0,0.02038304042071104,9821429799321.6,,1.0,1.0,544,0,29900,648,7.565134220301935,15199266503115.883,6.278113739831107,12613487228354.56,7.428571428571429,152.22
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,76,0.0,0.8866139763593673,0.37866853892803193,1.0,0.02020009157558282,38955417232998.4,,1.0,1.0,589,0,29900,711,7.532849083092121,59895048795702.26,6.293135821819305,50037863890288.64,7.625,152.445
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,77,0.0,0.8866329789161682,0.37850493282079695,1.0,0.020016902616868417,154527328695746.56,,1.0,1.0,341,0,29900,527,7.4957874241305475,235976547166233.12,6.304060851826387,198459538507038.72,10.941176470588236,151.205
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,78,0.0,0.8867043115695318,0.37836696326732633,1.0,0.01983984755973021,615199344584294.4,,1.0,1.0,613,0,29900,661,7.438167760694653,932927684804061.1,6.297445253892378,789853255520747.5,4.363636363636363,152.565
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,79,0.0,0.886727643609047,0.3782777371009191,1.0,0.019623370859771967,2443209830857441.5,,1.0,1.0,475,0,29900,623,7.4281281387168505,3678749299948180.5,6.3310116827487946,3135406977497170.0,9.25,151.875
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,80,0.0,0.8868196443716685,0.3780728111664454,1.0,0.01952268699804942,9691177515724308.0,,1.0,1.0,473,0,29900,625,7.365553842275963,1.4499830680011474e+16,6.319670468568802,1.2440904473709118e+16,9.5,151.865
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,81,0.0,0.8868099776903788,0.37798203885555265,1.0,0.01937620557844639,3.849993732279501e+16,,1.0,1.0,629,0,29900,715,7.334658043261579,5.720723359586851e+16,6.335256338119507,4.9412322576847336e+16,6.142857142857143,152.645
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,82,0.0,0.8868219784895579,0.3779598236083984,1.0,0.018972700946033,1.5255014122111107e+17,,1.0,1.0,112,0,29900,124,7.297875633426578,2.251840797679691e+17,6.3456494331359865,1.9580207993486048e+17,2.4,150.06
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,83,0.0,0.8868899782498677,0.37785625527302424,1.0,0.019029969666153192,6.092439054151214e+17,,1.0,1.0,494,0,29900,608,7.262023084421732,8.929770682668155e+17,6.356712055206299,7.816551984048741e+17,7.6,151.97
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,84,0.0,0.8869253102938334,0.3778288984298706,1.0,0.018864168984194598,2.415711386324865e+18,,1.0,1.0,761,0,29900,847,7.211349395042077,3.518064394824267e+18,6.354578495025635,3.10008780920193e+18,6.142857142857143,153.305
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,85,0.0,0.88692797879378,0.377828913629055,1.0,0.01859725248068571,9.566011759650877e+18,,1.0,1.0,250,0,29900,348,7.176855228851196,1.3835174283247604e+19,6.3664846022923784,1.2272983254592776e+19,8.166666666666666,150.75
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,86,0.0,0.886930310924848,0.37780960788329443,1.0,0.01846158145616452,nan,,1.0,1.0,30299,399,0,56,7.137659115550886,nan,6.374066742983731,nan,5.090909090909091,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,87,0.0,0.886956644654274,0.3778065386414528,1.0,0.018300870514164368,nan,,1.0,1.0,30388,488,0,50,7.1056926365803745,nan,6.387964855540883,nan,4.545454545454546,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,88,0.0,0.8869813108444213,0.3777639217178027,1.0,0.018078529021392266,nan,,1.0,1.0,30189,289,0,52,7.080087723253132,nan,6.407520961761475,nan,5.2,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,89,0.0,0.8870319783687591,0.377762944996357,1.0,0.017972021385406454,nan,,1.0,1.0,30475,575,0,76,7.020396254874127,nan,6.395998001098633,nan,5.846153846153846,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,90,0.0,0.8869946442047755,0.3777309666077296,1.0,0.017782682574664553,nan,,1.0,1.0,30680,780,0,276,7.0058435184603995,nan,6.425433345462965,nan,12.0,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,91,0.0,0.8870319775740305,0.37784608095884326,1.0,0.017616471049065392,nan,,1.0,1.0,30129,229,0,52,6.950953982875452,nan,6.417733812332154,nan,5.2,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,92,0.0,0.8870673098166784,0.3778350931406021,1.0,0.017469946912800273,nan,,1.0,1.0,30284,384,0,156,6.92369370646038,nan,6.435324192047119,nan,9.75,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,93,0.0,0.8870693095525106,0.37787947595119475,1.0,0.017285778187215328,nan,,1.0,1.0,30408,508,0,126,6.880136183408176,nan,6.4376137256622314,nan,7.875,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,94,0.0,0.8871006433169047,0.37791005353132884,1.0,0.01716417904943228,nan,,1.0,1.0,30316,416,0,54,6.8665929040898455,nan,6.467917572368275,nan,4.909090909090909,0.0
balance,scale,mnist,42,500,200,1.0,0.1,0.05,iid,1.0,50,95,0.0,0.8871409759918849,0.37799946198860807,1.0,0.017025483275453248,nan,,1.0,1.0,30556,656,0,192,6.802255905955086,nan,6.450174130891499,nan,10.105263157894736,0.0
