algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,eps_n_honest,eps_n_attacker,balance_kept_honest,balance_kept_attacker,balance_local_norm_honest,balance_local_norm_attacker,noise_norm_honest,noise_norm_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,n_dp_norm_honest,n_dp_norm_attacker,balance_threshold_honest,balance_threshold_attacker,trust_honest,trust_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,41,5.522747807194929,0.8814356448252996,0.4072570569316546,nan,1.3977122436399045,7.196102857589722,1000.0,nan,nan,0,0,0,31426,5963.560533514328,671.5342026867595,2.520370589364227,4.837471252043304,39.43478260869565,152.595,6.166702788809071,119.21335563659667,178.3180442478346,191.3478510284424,0.7905483970033569,0.8482772350449227,0.7905483970033569,0.8482772350449227,178.3180442478346,191.3478510284424,9.321387412343153,180.1990319090381,0.8087876154028851,0.7218007755279541,3.4472108544358577,1.43984049711778,0.7307725123760411,0.8423231396415325,84.74177044677734,542.9374656163628
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,42,5.626334220018168,0.8816623125473658,0.40540606250365574,nan,0.9666699320077896,7.107580304145813,1000.0,nan,nan,0,0,0,31316,5946.477398348246,663.3808919080362,2.569418862719601,4.907309850442789,53.714285714285715,152.82,6.029686995915005,122.80802131652833,174.58490208217077,191.5062850189209,0.7752713391214776,0.8487117478602856,0.7752713391214776,0.8487117478602856,174.58490208217077,191.5062850189209,9.053719026714843,184.3991769357057,0.8200668266841343,0.7082933479547501,3.5045752578088765,1.4469377015442744,0.7156056316099434,0.8439072351390551,81.49089126586914,431.8537239169654
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,43,5.66215859395204,0.8818259783585867,0.4037885641058286,nan,1.2358124024338193,7.000237498283386,1000.0,nan,nan,0,0,0,31224,5759.430022715027,660.2129812007403,2.6364389909849595,4.976554085064563,41.388888888888886,152.395,6.23128326733907,126.35862133026123,170.05605231391058,191.78230476379395,0.7549068951174057,0.8500192917969228,0.7549068951174057,0.8500192917969228,170.05605231391058,191.78230476379395,9.2942519643893,188.46982461412145,0.8395136959022946,0.6933014485239982,3.5724850286168013,1.4460361716761665,0.7053740194084448,0.8421659746398986,82.83493978881836,471.42467329803713
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,44,5.687429523343529,0.8821216440200805,0.40220954577128093,nan,1.0962601403395336,6.9034046626091,1000.0,nan,nan,0,0,0,31312,6152.375675330568,662.4431058283734,2.700822099333902,5.045638401633033,43.833333333333336,152.615,6.200635062323676,129.85570533752443,174.12996673583984,191.84061065673828,0.7725737733467013,0.8502904174056856,0.7725737733467013,0.8502904174056856,174.12996673583984,191.84061065673828,9.187086867934598,192.3989451470286,0.8004191252920363,0.6797479310631752,3.638748620253555,1.444617274510631,0.6897116076508794,0.8438734467953107,83.00492306518555,486.46276664324984
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,45,5.715432662730307,0.8823829772075017,0.40081846992174786,nan,1.307565981433505,6.766280450820923,1000.0,nan,nan,0,0,0,31786,6193.996432153966,657.1541917785627,2.7343685144643026,5.108423032362369,50.38095238095238,153.64,6.180024033501034,133.30452167510987,176.03603181384858,192.33662307739257,0.7794463718295125,0.8527815599831331,0.7794463718295125,0.8527815599831331,176.03603181384858,192.33662307739257,9.09570818520003,196.19649087959624,0.7775847571236747,0.6625722879171372,3.683990321623529,1.463370218283418,0.6735010745838217,0.8458130579413863,84.32816256713868,523.0095268618916
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,46,5.746085913078096,0.8826496436198552,0.39926830689112347,nan,1.277767230163921,6.619618350267411,1000.0,nan,nan,0,0,0,30978,6213.343810278652,660.3039985233332,2.7705766317004357,5.168026074663897,50.72727272727273,152.1,6.19879640232433,136.6847686767578,169.5110432017933,193.0299294281006,0.7527384287712288,0.8554833608449209,0.7527384287712288,0.8554833608449209,169.5110432017933,193.0299294281006,9.0627172451753,199.83482757639337,0.8076066374778748,0.644851063489914,3.72955640888582,1.4721602942260648,0.6533359512333622,0.8501269899785199,80.94121472167969,400.8151632354637
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,47,5.782948774729577,0.8827223098278045,0.3981271725893021,nan,1.4960025548934937,6.4752906131744385,1000.0,nan,nan,0,0,0,31756,5838.155563747794,657.6393019527953,2.8275680950261477,5.225631493458472,58.294117647058826,153.825,6.51795903374167,139.99207931518555,167.18410716337317,193.41735008239746,0.741281081398621,0.8576891367319219,0.741281081398621,0.8576891367319219,167.18410716337317,193.41735008239746,9.466019352074557,203.31022718533154,0.8139545742203208,0.6277023616433144,3.7867934543990773,1.4746707057188126,0.642293548803725,0.8485696116597279,83.05119967651368,461.55300994854315
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.812983893504686,0.8830389793713888,0.3968080211679141,nan,1.2943333712491123,6.329150359034538,1000.0,nan,nan,0,0,0,30596,6493.659868951362,663.994099936728,2.8429714047540617,5.281034097655398,34.54545454545455,151.08,6.272247357801958,143.22710174560547,181.68385314941406,193.8976387786865,0.8055525343372577,0.8596785710921264,0.8055525343372577,0.8596785710921264,181.68385314941406,193.8976387786865,9.048646916897374,206.62633322559088,0.698167169635946,0.6106954671442508,3.818196481914596,1.492027653551947,0.615255603293107,0.8568568345788393,81.55610028076173,408.4581570916212
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.839651740787306,0.8832413121064504,0.39557795753081637,nan,1.5951949954032898,6.298517135381698,1000.0,nan,nan,0,0,0,30688,6043.24641756982,663.4776840250981,2.8579959465703033,5.338239476573882,38.81818181818182,151.305,6.640457413413308,146.3896760559082,166.2620253129439,192.79891120910645,0.736405517510456,0.8545601361643846,0.736405517510456,0.8545601361643846,166.2620253129439,192.79891120910645,9.516191306484945,209.78557287762473,0.7979533293030479,0.6050876288115978,3.850093358571735,1.5159332111404245,0.6151422387898251,0.8484004167084926,80.77732904052735,398.3424947965753
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.1446353339288935,0.8831999782721202,0.39492307891448336,nan,1.4111751637288503,1.470252034664154,1000.0,nan,0.0,0,0,30411,605,6086.309967315147,0.0,2.9182028395524573,0.0,43.214285714285715,152.055,6.45827225276402,149.5761759185791,162.9146728515625,0.0,0.722266898318576,0.0,0.722266898318576,0.0,162.9146728515625,0.0,9.193613051677305,212.92776602232786,0.8091832016195569,0.0,2.9182028395524573,1.1445705644396933,0.8091832016195569,0.722266898318576,7.602684733072917,284.02779847470697
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8829763114452363,0.3949753537774086,nan,1.3472579284147783,2.828358247280121,1000.0,nan,0.0,0,0,30384,530,6143.545973328736,0.0,2.9571830413664864,0.0,48.18181818181818,151.92,6.512688159942627,149.6275656890869,162.0523015802557,0.0,0.7183077042294557,0.0,0.7183077042294557,0.0,162.0523015802557,0.0,9.209474698776164,211.58563815916742,0.8038085048848932,0.0,2.9571830413664864,1.1484703864465422,0.8038085048848932,0.7183077042294557,5.941917724609375,225.26335235538698
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.875582311352094,0.4207747929294904,0.20362795491747013,1.4470294691049135,7.098952271938324,1000.0,1.0,0.08967410569848493,47,0,30353,580,5889.5977676858265,0.0,3.0176489425116704,0.0,41.0,152.0,6.458261930025541,149.89311157226564,155.75047889122595,0.0,0.6900962518039282,0.0,0.6900962518039282,0.0,155.75047889122595,0.0,9.071830634193537,210.5527673156006,0.8407162382052495,0.0,3.0176489425116704,1.1577797250435702,0.8407162382052495,0.6900962518039282,6.749187418619791,255.21590326638582
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8833096426725388,0.39341523398955663,1.0,1.0604471663633983,18.996187291145326,1000.0,1.0,1.0,455,0,29900,551,6448.494634352457,0.0,3.063323488154671,0.0,8.0,151.775,6.267619093259175,151.78862342834472,162.2428321838379,0.0,0.7203512603061926,0.0,0.7203512603061926,0.0,162.2428321838379,0.0,8.745538924395417,211.79865826573354,0.7778176839152972,0.0,3.063323488154671,1.16565245005852,0.7778176839152972,0.7203512603061926,6.489713287353515,257.9397853740983
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.883651644786199,0.3920590145389239,1.0,1.3990797067389769,50.75098881721497,1000.0,1.0,1.0,628,0,29900,766,6221.001620350505,0.0,3.11254162674949,0.0,8.117647058823529,152.64,6.536342144012451,164.6205731201172,163.90404555376838,0.0,0.7266398277331406,0.0,0.7266398277331406,0.0,163.90404555376838,0.0,9.059901225167058,228.1774881483028,0.7530810692731071,0.0,3.11254162674949,1.1831045761826386,0.7530810692731071,0.7266398277331406,9.287895914713541,352.52342515319526
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.279069498760152,0.8838626438379288,0.39118364940087,1.0,1.3306407194871168,156.1280132293701,1000.0,1.0,1.0,418,0,29896,498,6084.145406154196,0.0,3.1468777279902347,0.0,6.461538461538462,151.55,6.415428968576284,252.97312133789063,159.9824441763071,0.0,0.709994226022814,0.0,0.709994226022814,0.0,159.9824441763071,0.0,8.833220871130827,348.31146384477273,0.7694003650775323,0.0,3.1468777279902347,1.2003970559150052,0.7694003650775323,0.709994226022814,6.932572580973307,263.64630093334847
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.385624747941852,0.8840163117647171,0.3902760908007622,1.0,1.0292597532272338,512.4451440429688,1000.0,1.0,1.0,1283,0,28925,358,6450.954594767026,0.0,3.1907375119965113,0.0,5.0,146.165,6.239130258560181,672.9430053710937,155.73843231201172,0.0,0.6897813379487687,0.0,0.6897813379487687,0.0,155.73843231201172,0.0,8.53340082175683,920.3995039453482,0.7974992334842682,0.0,3.1907375119965113,1.1977784092507804,0.7974992334842682,0.6897813379487687,5.191281077067058,215.0318198255675
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.403707360379699,0.8841203115383784,0.3893712744116783,1.0,1.063769279420376,1757.5376379394531,1000.0,1.0,1.0,1182,0,29174,700,6158.310854971105,0.0,3.3130241945830337,0.0,12.2,148.15,6.213354372978211,2252.2203826904297,149.37064514160156,0.0,0.6621611053346141,0.0,0.6621611053346141,0.0,149.37064514160156,0.0,8.441680673253556,3059.945423224326,0.8413953930139542,0.0,3.3130241945830337,1.1924105103673581,0.8413953930139542,0.6621611053346141,9.958043009440104,410.5540569980737
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.403707360379699,0.8842696452140808,0.3886978143453598,1.0,1.2216648521522682,6510.22888305664,1000.0,1.0,1.0,1094,0,29591,1091,6342.6057132297165,0.0,3.432649747039051,0.0,12.75,151.88,6.264057298501332,8297.517120361328,153.25698788960776,0.0,0.6793863920083911,0.0,0.6793863920083911,0.0,153.25698788960776,0.0,8.454019029967027,11198.391760208602,0.7925924770534039,0.0,3.432649747039051,1.1868441812737183,0.7925924770534039,0.6793863920083911,12.26055903116862,507.4084570583773
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.403707360379699,0.8843829760948817,0.3879980194568634,1.0,1.061975900332133,25131.628461914064,1000.0,1.0,1.0,541,0,29802,559,6586.14243203466,0.0,3.48910505241193,0.0,7.733333333333333,151.225,6.245362854003906,32071.462255859376,156.2381612141927,0.0,0.6923561890201447,0.0,0.6923561890201447,0.0,156.2381612141927,0.0,8.372783831610342,42996.288111555856,0.7565178751945496,0.0,3.48910505241193,1.1817813853188084,0.7565178751945496,0.6923561890201447,7.811908060709635,329.30712160173306
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.635558817962889,0.884560644030571,0.3873242872953415,1.0,1.6563332478205364,104375.31201171875,1000.0,1.0,1.0,467,0,29900,537,6403.045006923327,0.0,3.521621580669429,0.0,5.833333333333333,151.835,6.5714322328567505,132232.4486328125,151.4067153930664,0.0,0.672242773596517,0.0,0.672242773596517,0.0,151.4067153930664,0.0,8.751388018727866,176098.21202541332,0.775093803803126,0.0,3.521621580669429,1.1984047640197777,0.775093803803126,0.672242773596517,6.056268615722656,256.1218002769331
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.635558817962889,0.8846419771512349,0.3868835080663363,1.0,1.4584662895649672,431666.784140625,1000.0,1.0,1.0,372,0,29900,530,6454.941160788807,0.0,3.582932437403903,0.0,9.875,151.36,6.613148361444473,548732.99875,150.743989944458,0.0,0.6687970218109902,0.0,0.6687970218109902,0.0,150.743989944458,0.0,8.748425055262482,725909.8469500024,0.7756674885749817,0.0,3.582932437403903,1.1980962542700433,0.7756674885749817,0.6687970218109902,8.039679463704427,344.26352857540303
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.635558817962889,0.8846579786141714,0.3864097245534261,1.0,1.2660017013549805,1821878.59125,1000.0,1.0,1.0,592,0,29900,720,6139.074105865557,0.0,3.666400952239979,0.0,8.0,152.46,6.388091057538986,2300395.453125,144.37507247924805,0.0,0.6400561159031678,0.0,0.6400561159031678,0.0,144.37507247924805,0.0,8.394549828089987,3022935.0335855954,0.8250496163964272,0.0,3.666400952239979,1.195090768737298,0.8250496163964272,0.6400561159031678,7.7000038655598955,327.417285646163
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.635558817962889,0.8847736434141795,0.38594595233599344,1.0,1.3235352023651725,7049450.665,1000.0,1.0,1.0,641,0,29900,829,6555.323614898512,0.0,3.72541730734074,0.0,9.894736842105264,152.705,6.467840721732692,9069544.765,153.18705347964638,0.0,0.6790613871038584,0.0,0.6790613871038584,0.0,153.18705347964638,0.0,8.44287448759135,11839040.478098355,0.7258197069168091,0.0,3.72541730734074,1.2126046314691328,0.7258197069168091,0.6790613871038584,9.701846720377604,415.17049561023913
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.6462744484988,0.8847813115517298,0.3856313520669937,1.0,1.7265617383850946,29241712.1,1000.0,1.0,1.0,1008,0,29900,1162,6459.067072894693,0.0,3.799849580926582,0.0,8.555555555555555,154.54,7.016127586364746,37144430.18,148.80060577392578,0.0,0.6591907837552489,0.0,0.6591907837552489,0.0,148.80060577392578,0.0,9.097733232728327,48164762.213857375,0.7575418916013505,0.0,3.799849580926582,1.1990583656611962,0.7575418916013505,0.6591907837552489,8.928036346435547,387.54402437368157
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.6462744484988,0.8848796435197195,0.38514605929454165,1.0,1.2763532431502091,110231655.08,1000.0,1.0,1.0,734,0,29900,914,6426.959956379144,0.0,3.8503515951647267,0.0,9.473684210526315,153.17,6.526205765573602,142789637.68,144.62664955540708,0.0,0.6419116883725028,0.0,0.6419116883725028,0.0,144.62664955540708,0.0,8.406228409024372,183923454.43837136,0.7741843618844685,0.0,3.8503515951647267,1.2254892446492298,0.7741843618844685,0.6419116883725028,9.159687805175782,407.0407972373459
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.827591617578677,0.8849596434831619,0.3848085015018781,1.0,1.4866382330656052,460707904.48,1000.0,1.0,1.0,554,0,29900,692,6197.983550756654,0.0,3.8908143231788235,0.0,8.625,152.27,6.636789083480835,586487285.28,143.09674167633057,0.0,0.6342891398296122,0.0,0.6342891398296122,0.0,143.09674167633057,0.0,8.49186620804115,750418839.0906252,0.7844407744705677,0.0,3.8908143231788235,1.2497687183342425,0.7844407744705677,0.6342891398296122,7.63182622273763,330.5591227070216
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.827591617578677,0.8849579771359761,0.3846097403764725,1.0,1.372880744934082,1739397863.68,1000.0,1.0,1.0,554,0,29900,776,6528.041341699096,0.0,3.9961818059556786,0.0,11.1,152.27,6.664243674278259,2256903572.48,143.51801605224608,0.0,0.6363606662876236,0.0,0.6363606662876236,0.0,143.51801605224608,0.0,8.470337184932735,2868552710.1250887,0.79556645154953,0.0,3.9961818059556786,1.2100436750886054,0.79556645154953,0.6363606662876236,9.567867736816407,435.2027561132731
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.98157422485495,0.8849753099679947,0.3844152550896009,1.0,1.5833387942541213,7303306263.04,1000.0,1.0,1.0,798,0,29900,1018,6430.481508713533,0.0,4.090437234556102,0.0,10.476190476190476,153.49,6.9515666507539295,9297514485.76,143.4112250918434,0.0,0.6357914747983848,0.0,0.6357914747983848,0.0,143.4112250918434,0.0,8.776820674544624,11738737677.44805,0.7650411270913624,0.0,4.090437234556102,1.2034994697228762,0.7650411270913624,0.6357914747983848,10.038785756429036,450.1337056099473
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.98157422485495,0.8851106448968251,0.3839043034116427,1.0,0.9346874819861518,27365638297.6,1000.0,1.0,1.0,317,0,29900,345,6383.987868996495,0.0,4.124191909042379,0.0,3.111111111111111,151.085,6.335337003072103,35537010995.2,140.68213060167102,0.0,0.6231782095692531,0.0,0.6231782095692531,0.0,140.68213060167102,0.0,7.94564137230606,44569743436.63701,0.785975714524587,0.0,4.124191909042379,1.1913069560135348,0.785975714524587,0.6231782095692531,4.22046391805013,191.5196360698949
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.98157422485495,0.885163642168045,0.38367022295792896,1.0,1.7049370631575584,115443118530.56,1000.0,1.0,1.0,147,0,29900,185,6408.980596428986,0.0,4.157567279862679,0.0,4.75,150.235,6.711817979812622,146982770483.2,141.0149974822998,0.0,0.6237201251085888,0.0,0.6237201251085888,0.0,141.0149974822998,0.0,8.361883471892913,183117719052.15042,0.7484790980815887,0.0,4.157567279862679,1.1934282407281354,0.7484790980815887,0.6237201251085888,3.7603999328613282,170.9061492381063
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.225009789916664,0.8852256425221761,0.3834547824660937,1.0,1.484922829270363,436212374241.28,1000.0,1.0,1.0,281,0,29900,339,6079.573118156051,0.0,4.191591553323573,0.0,5.8,150.905,6.70060544013977,566542821621.76,138.12137756347656,0.0,0.6131101081357498,0.0,0.6131101081357498,0.0,138.12137756347656,0.0,8.29244672280873,701134577533.0681,0.7714882791042328,0.0,4.191591553323573,1.2024023690285357,0.7714882791042328,0.6131101081357498,4.604045918782552,202.65243727186837
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.225009789916664,0.8852376433213552,0.3832487970590591,1.0,1.5758456309636435,1836030348492.8,1000.0,1.0,1.0,541,0,29900,649,6648.049166197688,0.0,4.250259526708492,0.0,7.2,152.205,6.830715211232503,2338997342044.16,140.52826639811198,0.0,0.622360248271147,0.0,0.622360248271147,0.0,140.52826639811198,0.0,8.397297250090267,2875431831211.111,0.7578532059987386,0.0,4.250259526708492,1.2067852479270766,0.7578532059987386,0.622360248271147,7.026413319905599,332.40245830988437
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.225009789916664,0.8851883095502854,0.3832298641403516,1.0,1.7128723010420799,6894706150604.8,1000.0,1.0,1.0,618,0,29900,824,6579.2192523527965,0.0,4.320048742631609,0.0,10.3,152.59,7.03543803691864,8961641446113.28,138.95800018310547,0.0,0.6164141978284514,0.0,0.6164141978284514,0.0,138.95800018310547,0.0,8.591503942001712,10943736183455.86,0.753960120677948,0.0,4.320048742631609,1.2167800962539512,0.753960120677948,0.6164141978284514,9.263866678873699,438.61461682351967
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.225009789916664,0.8852399756511052,0.38302295794089636,1.0,1.4836081425348917,29184718704476.16,1000.0,1.0,1.0,646,0,29900,774,6658.375250267205,0.0,4.388183910332474,0.0,8.533333333333333,152.73,6.746368535359701,37114082901360.64,139.12368672688802,0.0,0.6168530172598435,0.0,0.6168530172598435,0.0,139.12368672688802,0.0,8.183758716832543,45021658373583.27,0.7620085159937541,0.0,4.388183910332474,1.195092634852708,0.7620085159937541,0.6168530172598435,6.956184336344401,332.9187625133603
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.225009789916664,0.8852983115116755,0.38300242682298025,1.0,1.6153151946408408,109155173217075.2,1000.0,1.0,1.0,544,0,29900,648,6748.479731540807,0.0,4.428754372815708,0.0,7.428571428571429,152.22,6.940677131925311,141890885926256.62,142.2599323817662,0.0,0.6301581898403524,0.0,0.6301581898403524,0.0,142.2599323817662,0.0,8.363523863810693,170978679449435.97,0.7077067494392395,0.0,4.428754372815708,1.1956589930477957,0.7077067494392395,0.6301581898403524,6.638796844482422,314.92905413857096
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.479811878533833,0.8852383120854695,0.3830125978589058,1.0,1.8766780961304903,462693094035292.2,1000.0,1.0,1.0,589,0,29900,711,6557.137377011912,0.0,4.48707249272009,0.0,7.625,152.445,7.239126890897751,588419160824873.0,136.60843658447266,0.0,0.6060755832665189,0.0,0.6060755832665189,0.0,136.60843658447266,0.0,8.665195207358803,704334510106295.5,0.7869620099663734,0.0,4.48707249272009,1.1841107333137557,0.7869620099663734,0.6060755832665189,7.285783284505208,349.7139934406353
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.479811878533833,0.8851879769563675,0.3829911410808563,1.0,1.758652290877174,1740215812221829.0,1000.0,1.0,1.0,341,0,29900,527,6736.727115774238,0.0,4.540733181307316,0.0,10.941176470588236,151.205,7.1785437920514275,2259179382872473.5,137.43679271024817,0.0,0.6094849823589954,0.0,0.6094849823589954,0.0,137.43679271024817,0.0,8.535583577756903,2686257129336617.0,0.73376324597527,0.0,4.540733181307316,1.1865548922770623,0.73376324597527,0.6094849823589954,7.788084920247396,381.7478698938735
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.479811878533833,0.8852159774303436,0.38298826694488525,1.0,1.9739655527201565,7376826982140477.0,1000.0,1.0,1.0,613,0,29900,661,6617.943751296493,0.0,4.564626885683135,0.0,4.363636363636363,152.565,7.655614549463445,9378802616919654.0,135.13655922629616,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.13655922629616,0.0,9.042356548463466,1.1077683798199258e+16,0.7780082063241438,0.0,4.564626885683135,1.1980591071548274,0.7780082063241438,0.6002290721471661,4.955007171630859,242.65793754753807
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.479811878533833,0.8852453096707662,0.38298907250165937,1.0,1.491304486989975,2.7733733879117252e+16,1000.0,1.0,1.0,475,0,29900,623,6806.437335005194,0.0,4.628728982254273,0.0,9.25,151.875,6.955060392618179,3.598581145081479e+16,136.01132011413574,0.0,0.6028286447866636,0.0,0.6028286447866636,0.0,136.01132011413574,0.0,8.160319771586824,4.2221880487242616e+16,0.7708826325833797,0.0,4.628728982254273,1.1745235413737707,0.7708826325833797,0.6028286447866636,7.2539370727539065,363.009991200277
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.479811878533833,0.885230976541837,0.3829539194703102,1.0,1.5043908059597015,1.1676078154220307e+17,1000.0,1.0,1.0,473,0,29900,625,6955.996823265876,0.0,4.673520860307529,0.0,9.5,151.865,7.083230167627335,1.4857332491605245e+17,137.64283275604248,0.0,0.6103336617698767,0.0,0.6103336617698767,0.0,137.64283275604248,0.0,8.255480002695101,1.7316169088844502e+17,0.7260685544461012,0.0,4.673520860307529,1.1775320959784883,0.7260685544461012,0.6103336617698767,7.340951080322266,370.9864972408467
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.479811878533833,0.8852459772427876,0.3828682174285253,1.0,1.5250995414597648,4.391986459996219e+17,1000.0,1.0,1.0,629,0,29900,715,7221.518925550123,0.0,4.719301634660872,0.0,6.142857142857143,152.645,6.724627665110996,5.702728383012536e+17,136.86090087890625,0.0,0.606331631439894,0.0,0.606331631439894,0.0,136.86090087890625,0.0,7.785453620095536,6.602347303821123e+17,0.7519956805876323,0.0,4.719301634660872,1.1691942541642697,0.7519956805876323,0.606331631439894,6.386842041015625,337.00421652567235
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.479811878533833,0.8852469791968663,0.38278366724650065,1.0,1.1897439360618591,1.8578215647724124e+18,1000.0,1.0,1.0,112,0,29900,124,7285.538500434884,0.0,4.730938520894788,0.0,2.4,150.06,6.653894710540771,2.3611323877850875e+18,142.58089294433594,0.0,0.6317022212199431,0.0,0.6317022212199431,0.0,142.58089294433594,0.0,7.652376102258733,2.7154431869703076e+18,0.6393864929676056,0.0,4.730938520894788,1.1697278880652406,0.6393864929676056,0.6317022212199431,2.376348215738932,121.42564167391473
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.479811878533833,0.8852596449851989,0.3828963259855906,1.0,1.9600305120150248,7.045350049878356e+18,1000.0,1.0,1.0,494,0,29900,608,7070.351894038186,0.0,4.773215704275329,0.0,7.6,151.97,7.2567276318868,9.134282023639691e+18,135.83738911946614,0.0,0.6026447806591118,0.0,0.6026447806591118,0.0,135.83738911946614,0.0,8.290217194431774,1.0435169367308573e+19,0.7925787568092346,0.0,4.773215704275329,1.1702522450107495,0.7925787568092346,0.6026447806591118,6.791869455973307,353.51759470190933
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.479811878533833,0.885217310388883,0.3830084228515625,1.0,1.6614860849721091,nan,1000.0,1.0,1.0,30661,761,0,86,7174.163961272322,0.0,4.811325943664116,0.0,6.142857142857143,0.0,7.013918399810791,nan,135.75149754115515,0.0,0.6017579500383047,0.0,0.6017579500383047,0.0,135.75149754115515,0.0,7.959586343758903,nan,0.752848186663219,0.0,4.811325943664116,1.1729528401008078,0.752848186663219,0.6017579500383047,6.3350698852539065,334.79431819270843
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.527253688804411,0.8852406450112661,0.38305382649103803,1.0,1.9367061009009678,nan,1000.0,1.0,1.0,30150,250,0,98,7207.739574021903,0.0,4.845965510586744,0.0,8.166666666666666,0.0,7.243835250536601,nan,135.42180887858072,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.42180887858072,0.0,8.165881195413704,nan,0.7851690848668417,0.0,4.845965510586744,1.16946568554064,0.7851690848668417,0.6002290721471661,5.416872355143229,288.30958296087607
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.561826738684042,0.8852269778649012,0.38320000539223353,1.0,2.0799623185938056,nan,1000.0,1.0,1.0,30299,399,0,56,7091.254618853299,0.0,4.870645279601399,0.0,5.090909090909091,0.0,7.764695731076327,nan,135.4208415638317,0.0,0.6002290721471661,0.0,0.6002290721471661,0.0,135.4208415638317,0.0,8.694880913413972,nan,0.7659099698066711,0.0,4.870645279601399,1.176717139151562,0.7659099698066711,0.6002290721471661,4.965430857340495,260.0126693579543
