algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,nsr_honest,nsr_attacker,sigma_n_honest,sigma_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_n_honest,eps_n_attacker,trust_honest,trust_attacker,n_dp_norm_honest,n_dp_norm_attacker,noise_norm_honest,noise_norm_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,48,5.139102913245612,0.8817189764976502,0.4003752827644348,nan,1.272559030489488,5.296177747249604,1000.0,0.0,nan,0,1207,0,29389,6441.613636460547,395.2886825482803,0.8116989853708527,0.9213571868070641,0.8116989853708527,0.9213571868070641,2.8266000757946417,4.527385738870438,0.6882340474562212,0.5110182351246476,183.068584095348,207.80943252563478,183.068584095348,207.80943252563478,3.5069143410249604,1.207699668857354,0.5202569741561515,0.9156404085331384,87.15128186035156,299.83097302144415
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,49,5.139102913245612,0.8818073103825251,0.3994129291176796,nan,1.556958707896146,5.238025541901589,1000.0,0.0,nan,0,755,0,29933,5770.722473740189,396.4841124221151,0.7451388441786494,0.916969947555381,0.7451388441786494,0.916969947555381,2.841590032102102,4.560179065259267,0.7836977785283868,0.5032150813937187,168.24330416592684,206.8769066619873,168.24330416592684,206.8769066619873,3.529025645364968,1.2228857545265732,0.5178374020974218,0.908011927948063,86.45211535644532,285.5495393911302
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,50,5.139102913245612,0.8813673118750255,0.39998115519682564,0.0,1.3842031508684158,2.6430969643592834,1000.0,0.0,0.0,187,186,30224,419,5920.56889229456,0.0,0.7275787078903848,0.0,0.7275787078903848,0.0,2.9009838079422745,0.0,0.8004255081926074,0.0,164.11549922398157,0.0,164.11549922398157,0.0,2.9009838079422745,1.135934697037012,0.8004255081926074,0.7275787078903848,7.658723297119141,276.2932149737461
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8799266443649928,0.4039824958642324,0.006917562724014337,1.3575394370339133,2.73223552942276,1000.0,0.25,0.003010520978577766,162,147,30222,383,5927.306268017449,0.0,0.7179297990935486,0.0,0.7179297990935486,0.0,2.939908546804216,0.0,0.804437826980244,0.0,161.96793712269175,0.0,161.96793712269175,0.0,2.939908546804216,1.140481278836183,0.804437826980244,0.7179297990935486,5.938824361165365,217.33456316063973
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8726123127341271,0.45932298014561335,0.014302442288390765,1.4297745938484485,3.1886760127544402,1000.0,0.09722222222222221,0.006714157045770899,145,167,30255,413,5662.752229566283,0.0,0.6942105293000774,0.0,0.6942105293000774,0.0,2.998810988989392,0.0,0.8337959096981928,0.0,156.6785149207482,0.0,156.6785149207482,0.0,2.998810988989392,1.1482019580389908,0.8337959096981928,0.6942105293000774,6.789402313232422,245.38592994787217
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.8608229786654313,0.7386803828676541,0.28545454545454546,1.0442354182402294,5.6195188546180725,1000.0,0.6556122448979592,0.10117672229353873,60,7,30295,544,6391.2478185214995,0.0,0.7251551115829812,0.0,0.7251551115829812,0.0,3.0431795051925294,0.0,0.7696562657753626,0.0,163.32140986124674,0.0,163.32140986124674,0.0,3.0431795051925294,1.1553614001628638,0.7696562657753626,0.7251551115829812,6.53285639444987,255.64991274085997
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8491383117437362,4.570138512551784,0.294391713646372,1.3548581530066097,14.680893664360047,1000.0,0.5384615384615384,0.14912701450167506,185,13,30343,753,6026.7646123164795,0.0,0.7362428347962707,0.0,0.7362428347962707,0.0,3.091630254284513,0.0,0.7366022432551664,0.0,166.06193093692556,0.0,166.06193093692556,0.0,3.091630254284513,1.171770913912259,0.7366022432551664,0.7362428347962707,9.410176086425782,341.5166613646005
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,55,5.24872393660002,0.8411579794188341,49.809461945692696,0.0,1.205732299731328,33.54955750465393,1000.0,0.0,0.0,43,425,30271,73,5561.223339072575,0.0,0.7424268040640025,0.0,0.7424268040640025,0.0,3.123607042837582,0.0,0.7131865013104218,0.0,167.30132235013522,0.0,167.30132235013522,0.0,3.123607042837582,1.1864240604949876,0.7131865013104218,0.7424268040640025,7.249723968505859,240.98634469314493
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,56,5.379240640426567,0.8310536442697048,755.7611357583602,0.0,1.0279556810855865,97.75720218658448,1000.0,0.0,0.0,6,340,30202,18,6410.9313294801295,0.0,0.690277664126543,0.0,0.690277664126543,0.0,3.167588081648183,0.0,0.7966303288936615,0.0,155.85094757080077,0.0,155.85094757080077,0.0,3.167588081648183,1.184424931649999,0.7966303288936615,0.690277664126543,5.19503158569336,213.69771098267097
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,57,5.379240640426567,0.818217980141441,21776.553498657842,0.09523809523809523,0.9980274649336934,409.69798812866213,1000.0,0.0375,0.1111111111111111,76,583,30280,117,5494.80505077362,0.0,0.7050401776511003,0.0,0.7050401776511003,0.0,3.288182724200223,0.0,0.7655737422406673,0.0,159.04813079833986,0.0,159.04813079833986,0.0,3.288182724200223,1.1789878438421248,0.7655737422406673,0.7050401776511003,10.603208719889324,366.32033671824126
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,58,5.379240640426567,0.7846983139961958,1018048.4946738416,0.0,1.1568667807926734,1975.7369671630859,1000.0,0.0,0.0,159,963,30526,128,6151.825085429219,0.0,0.7011054972731462,0.0,0.7011054972731462,0.0,3.3978742750206834,0.0,0.7538013203690449,0.0,158.13810284932455,0.0,158.13810284932455,0.0,3.3978742750206834,1.1715179315524,0.7538013203690449,0.7011054972731462,12.651048227945964,492.1460068343375
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,59,5.379240640426567,0.7739523140837749,16359739.141306944,0.008514819587628866,0.7374552090962728,9782.338037109375,1000.0,0.03571428571428571,0.004065875080367834,1185,513,29158,46,5047.659844883887,0.0,0.8123380328311023,0.0,0.8123380328311023,0.0,3.450932721383929,0.0,0.540072018901507,0.0,183.28244323730468,0.0,183.28244323730468,0.0,3.450932721383929,1.1654648626067587,0.540072018901507,0.8123380328311023,9.164122161865235,252.3829922441944
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,60,5.379240640426567,0.7637169805665811,342569087.91202635,0.025982534657817784,1.1378393769264221,44552.17734375,1000.0,0.18095238095238095,0.014010583132664635,1807,509,28560,28,4053.019342138758,0.0,0.8180099935789231,0.0,0.8180099935789231,0.0,3.475109892440406,0.0,0.5094886117925247,0.0,184.22563680013022,0.0,184.22563680013022,0.0,3.475109892440406,1.175300305183808,0.5094886117925247,0.8180099935789231,7.369025472005208,162.12077368555032
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,61,5.379240640426567,0.7506979811688265,3991093788.4436297,0.13379649517304046,1.2518338207155466,179916.7959375,1000.0,0.11245785464535464,0.12526266483713291,3755,463,26517,67,5598.43510495426,0.0,0.7249655100090749,0.0,0.7249655100090749,0.0,3.526429209517758,0.0,0.6722932392731309,0.0,163.40462112426758,0.0,163.40462112426758,0.0,3.526429209517758,1.1687164790658153,0.6722932392731309,0.7249655100090749,8.714913126627604,298.58320559756055
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,62,5.516570044640024,0.7368889804184436,87448558461.34843,0.06633839185532321,0.974478779360652,730149.3525,1000.0,0.1564625850340136,0.040188037399340425,4078,682,26414,38,5163.907163534974,0.0,0.7163546468408544,0.0,0.7163546468408544,0.0,3.600083378908865,0.0,0.682821090798825,0.0,161.59544372558594,0.0,161.59544372558594,0.0,3.600083378908865,1.1593996408610476,0.682821090798825,0.7163546468408544,8.618423665364583,275.4083820551986
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,63,5.516570044640024,0.7160593154778083,1723064722960.6555,0.08696363801849033,0.996672526394066,2876923.32125,1000.0,0.08596491228070176,0.0825292681175034,4533,755,26008,74,4978.249239748175,0.0,0.7847691487640658,0.0,0.7847691487640658,0.0,3.648972202984278,0.0,0.5265091440003169,0.0,177.06529235839844,0.0,177.06529235839844,0.0,3.648972202984278,1.1703814542428161,0.5265091440003169,0.7847691487640658,11.214135182698568,315.28911851738434
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,64,5.516570044640024,0.6937303156405688,32825538516937.793,0.06733288735429242,1.2483694579245315,11541430.385,1000.0,0.24329591976650805,0.03917304727476984,3756,1132,27152,30,4718.955124477045,0.0,0.7588484708093515,0.0,0.7588484708093515,0.0,3.7156543438047174,0.0,0.5685429936274886,0.0,171.32530127631293,0.0,171.32530127631293,0.0,3.7156543438047174,1.1528534058077073,0.5685429936274886,0.7588484708093515,10.279518076578777,283.1373074686226
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,65,5.5953649914820724,0.6771106492727995,473888840090508.1,0.04639418303207702,0.7660424367671734,45257006.78,1000.0,0.13174962292609352,0.023288859729468526,3968,857,26666,57,3570.206942510745,0.0,0.8090871539344209,0.0,0.8090871539344209,0.0,3.7473827131491317,0.0,0.4505652164256102,0.0,182.2478380705181,0.0,182.2478380705181,0.0,3.7473827131491317,1.1660139440510524,0.4505652164256102,0.8090871539344209,11.542363077799479,226.11310635901376
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,66,5.5953649914820724,0.6671623167643944,5308287717530871.0,0.1779380519933809,0.9864006582647562,182063825.6,1000.0,0.3446053946053946,0.13348081501966125,4151,626,26303,66,4183.185756385764,0.0,0.75346363512415,0.0,0.75346363512415,0.0,3.7809572408715453,0.0,0.5493800045223907,0.0,169.9822244644165,0.0,169.9822244644165,0.0,3.7809572408715453,1.1858540916351532,0.5493800045223907,0.75346363512415,9.065718638102213,223.10324034057408
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,67,5.5953649914820724,0.6538156500210365,8.214566246022416e+16,0.12766374304495307,1.0349898796528578,717213771.2,1000.0,0.1271043771043771,0.09625201463686434,4590,654,25864,122,5212.612227064865,0.0,0.6998820235768232,0.0,0.6998820235768232,0.0,3.884484949805733,0.0,0.6620967880822718,0.0,157.86296844482422,0.0,157.86296844482422,0.0,3.884484949805733,1.149625814124204,0.6620967880822718,0.6998820235768232,10.524197896321615,347.5074818043243
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,68,5.798933161413973,0.6298103177547455,1.7348281573046034e+18,0.20005856139165756,1.2682659597623915,2860016049.92,1000.0,0.28120292406006686,0.17882857613630362,3495,929,27203,89,4821.024739267326,0.0,0.716594913589432,0.0,0.716594913589432,0.0,3.9617067413577556,0.0,0.597515292731779,0.0,161.625978015718,0.0,161.625978015718,0.0,3.9617067413577556,1.142317286350017,0.597515292731779,0.716594913589432,11.31381846110026,337.4717317487129
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,69,5.798933161413973,0.6325246502459049,1.0342784699946297e+19,0.2620057380926946,0.6142678095234765,11270557619.2,1000.0,0.4307539682539683,0.15475104995579134,5353,328,24864,17,4285.843016925177,0.0,0.7610764552837701,0.0,0.7610764552837701,0.0,3.9880978002868246,0.0,0.5087557307754954,0.0,171.86457316080728,0.0,171.86457316080728,0.0,3.9880978002868246,1.1284943334150919,0.5087557307754954,0.7610764552837701,5.155937194824219,128.57529050775534
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,70,5.798933161413973,0.6412349843978882,1.063742982570007e+20,0.07079646017699115,1.1440745554864407,45279367065.6,1000.0,0.12244897959183673,0.04040404040404041,5217,163,24830,22,3921.164206487754,0.0,0.7653586315868199,0.0,0.7653586315868199,0.0,4.014283330472801,0.0,0.46123129688203335,0.0,172.99982261657715,0.0,172.99982261657715,0.0,4.014283330472801,1.1302199664804262,0.46123129688203335,0.7653586315868199,4.613328603108724,104.56437883967345
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,71,6.218625682401378,0.6320819843312104,3.2835902251200304e+21,0.26168440534214177,0.931019015237689,178566426296.32,1000.0,0.34814814814814815,0.2947121545687408,5002,317,25179,22,4569.129076124263,0.0,0.7218005452021232,0.0,0.7218005452021232,0.0,4.042478183739345,0.0,0.5403073843568563,0.0,162.52053833007812,0.0,162.52053833007812,0.0,4.042478183739345,1.1387959725145222,0.5403073843568563,0.7218005452021232,5.417351277669271,152.30430253747542
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,72,6.218625682401378,0.6228816506018241,6.8747815036288795e+22,0.134935607109616,1.2960419416427613,712693155758.08,1000.0,0.4973711473711473,0.07714233667074515,3503,580,26938,69,5800.550680952443,0.0,0.6669956580748416,0.0,0.6669956580748416,0.0,4.09825503508713,0.0,0.6576476857066155,0.0,150.63085021972657,0.0,150.63085021972657,0.0,4.09825503508713,1.1499463931980496,0.6576476857066155,0.6669956580748416,7.531542510986328,290.02753404762217
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,73,6.218625682401378,0.6109693159659704,1.5182244189248515e+24,0.02904755316240067,1.1393404270522296,2796064691978.24,1000.0,0.06950549450549451,0.016705495090892312,3222,745,27296,79,4330.453293462828,0.0,0.7297021728095963,0.0,0.7297021728095963,0.0,4.153212717532171,0.0,0.5030864996835589,0.0,164.51967010498046,0.0,164.51967010498046,0.0,4.153212717532171,1.1563778662461506,0.5030864996835589,0.7297021728095963,10.967978006998697,288.6968862308552
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,74,6.218625682401378,0.6058743181327979,2.2299207864088763e+25,0.17314109533769598,0.4048954337835312,11197925776424.96,1000.0,0.45010059385059387,0.11079744418398976,4473,728,26073,46,2379.7433760668523,0.0,0.8283659864088636,0.0,0.8283659864088636,0.0,4.197649450465276,0.0,0.28339726850390434,0.0,186.8113037109375,0.0,186.8113037109375,0.0,4.197649450465276,1.12709079484775,0.28339726850390434,0.8283659864088636,9.340565185546875,118.98716880334263
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,75,6.218625682401378,0.5965916512906552,2.840432280813123e+26,0.16485370392702356,0.8991605485124248,43988881716019.2,1000.0,0.41958874458874457,0.09961838725738861,5255,605,25189,43,4329.078474734856,0.0,0.746828678705093,0.0,0.746828678705093,0.0,4.230812478214471,0.0,0.4241131750999817,0.0,168.5322549002511,0.0,168.5322549002511,0.0,4.230812478214471,1.1261297489590307,0.4241131750999817,0.746828678705093,7.864838562011719,202.0236621542933
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,76,6.4018974817477075,0.5975346530973912,4.7742030958098964e+27,0.12908220434536224,0.9032299011014402,174598062520401.9,1000.0,0.22673732517482517,0.0854211063950619,3992,658,26497,53,3322.681256556856,0.0,0.7475387438519889,0.0,0.7475387438519889,0.0,4.270601085715217,0.0,0.4409631573362276,0.0,168.50401401519775,0.0,168.50401401519775,0.0,4.270601085715217,1.1090880604231097,0.4409631573362276,0.7475387438519889,8.986880747477214,177.20966701636567
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,77,6.4018974817477075,0.5974493176241715,4.804226968822944e+28,0.10238312138800983,1.2614158933215283,687342698113269.8,1000.0,0.1338924963924964,0.05155437275419415,4791,404,25450,123,5037.075662140881,0.0,0.681682489394872,0.0,0.681682489394872,0.0,4.317589044852019,0.0,0.5640013145611567,0.0,153.68735010483687,0.0,153.68735010483687,0.0,4.317589044852019,1.1154227857474146,0.5640013145611567,0.681682489394872,8.708949839274089,285.4342875213166
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,78,6.4018974817477075,0.5986406509081522,1.14658724862956e+30,0.10171282592232372,0.8951579440723766,2711646253225083.0,1000.0,0.36616413889141164,0.057454280987331546,3796,654,26717,7,2119.6633947928235,0.0,0.7594349077276551,0.0,0.7594349077276551,0.0,4.331578439152997,0.0,0.38376669416373427,0.0,171.03322393243963,0.0,171.03322393243963,0.0,4.331578439152997,1.1239203188078213,0.38376669416373427,0.7594349077276551,6.271218210856119,77.72099114240353
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,79,6.4018974817477075,0.5883816511432329,1.5686620029257078e+31,0.24160564176952343,0.6324584542308003,1.0736120827016642e+16,1000.0,0.3785657051282051,0.18857041112032036,3476,543,26899,80,3428.141218778008,0.0,0.7536635322555578,0.0,0.7536635322555578,0.0,4.382567544515068,0.0,0.3875258545158431,0.0,170.0439691543579,0.0,170.0439691543579,0.0,4.382567544515068,1.0998485920382306,0.3875258545158431,0.7536635322555578,9.069011688232422,182.83419833482708
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,80,6.4018974817477075,0.5835093190024296,2.3131838007215167e+32,0.15535426731078905,0.9391639839741401,4.227689345580007e+16,1000.0,0.2751736111111111,0.09812409812409813,3382,547,26991,78,4300.759523379964,0.0,0.7091206307863707,0.0,0.7091206307863707,0.0,4.4189246975498255,0.0,0.49267818217049353,0.0,159.94400215148926,0.0,159.94400215148926,0.0,4.4189246975498255,1.1056719270134043,0.49267818217049353,0.7091206307863707,8.53034678141276,229.37384124693142
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,81,6.4018974817477075,0.571779319345951,inf,0.15040533756293434,0.7884954107659203,1.6701067209094464e+17,1000.0,0.30610956503813647,0.12174389777199192,3485,696,27044,19,3837.8517206729816,0.0,0.7287911346163707,0.0,0.7287911346163707,0.0,4.452698953250337,0.0,0.4070031875744462,0.0,164.50945390973772,0.0,164.50945390973772,0.0,4.452698953250337,1.0968409637459378,0.4070031875744462,0.7287911346163707,7.677107849121094,179.09974696473913
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,82,6.4018974817477075,0.575233319674929,inf,0.11487179487179487,0.7672077625989914,6.587293366246336e+17,1000.0,0.2833333333333333,0.06539074960127592,4538,120,25474,4,4993.691057848733,0.0,0.7214181909244033,0.0,0.7214181909244033,0.0,4.462390115320651,0.0,0.4142948552966118,0.0,162.80850830078126,0.0,162.80850830078126,0.0,4.462390115320651,1.099000099490921,0.4142948552966118,0.7214181909244033,2.7134751383463542,83.2281842974789
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,83,6.4018974817477075,0.5719786528994639,inf,0.15079051124524026,1.1456905859832962,2.608762086931185e+18,1000.0,0.20119047619047623,0.12966766829300866,3872,565,26522,43,3277.5649223477612,0.0,0.7146741649412774,0.0,0.7146741649412774,0.0,4.49123550176944,0.0,0.4477925141652425,0.0,161.1092061360677,0.0,161.1092061360677,0.0,4.49123550176944,1.1012385115445371,0.4477925141652425,0.7146741649412774,8.055460306803385,163.87824611738807
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,84,6.4018974817477075,0.5673736512164275,nan,0.16071670343621833,0.7717104679239648,1.0255252286591855e+19,1000.0,0.39868233618233617,0.11777897406624915,4180,826,26481,21,2060.3751453907166,0.0,0.7424145818348468,0.0,0.7424145818348468,0.0,4.5166399723471615,0.0,0.3225289000464337,0.0,167.521728515625,0.0,167.521728515625,0.0,4.5166399723471615,1.101544905052291,0.3225289000464337,0.7424145818348468,7.8176806640625,96.15084011823343
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,85,6.4018974817477075,0.5712736523399751,nan,0.39734579587256436,1.3563174903392792,nan,1000.0,0.2597916666666667,0.2947878787878788,11610,302,18540,46,4022.9118477659554,0.0,0.6807161742128321,0.0,0.6807161742128321,0.0,4.54790127032295,0.0,0.5251456958552202,0.0,153.59971618652344,0.0,153.59971618652344,0.0,4.54790127032295,1.0984791494693247,0.5251456958552202,0.6807161742128321,6.1439886474609375,160.91647391063822
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,86,6.4018974817477075,0.5735499864319961,nan,0.4333255187892393,nan,nan,1000.0,0.557590351806147,0.324681493089201,11569,435,18730,20,nan,0.0,nan,0.0,nan,0.0,4.563227314452216,0.0,nan,0.0,nan,0.0,nan,0.0,4.563227314452216,1.1012730076365078,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,87,6.4018974817477075,0.5707256517062584,nan,0.454798643185653,nan,nan,1000.0,0.7281740841933281,0.3190842125114982,11551,525,18837,13,nan,0.0,nan,0.0,nan,0.0,4.588659577194668,0.0,nan,0.0,nan,0.0,nan,0.0,4.588659577194668,1.0819758634073904,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,88,6.4018974817477075,0.5714049863566955,nan,0.4275600671123059,0.6346238408237695,nan,1000.0,0.5515460893035263,0.3024839190376724,11599,316,18590,25,3151.3907763145044,0.0,0.7270606729360137,0.0,0.7270606729360137,0.0,4.600701403421814,0.0,0.30363576728850605,0.0,163.89034118652344,0.0,163.89034118652344,0.0,4.600701403421814,1.083963353085648,0.30363576728850605,0.7270606729360137,5.4630113728841145,105.04635921048347
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,89,6.4018974817477075,0.561620318715771,nan,0.4405857434706165,nan,nan,1000.0,0.614438000579821,0.3169235570357864,11525,631,18950,20,nan,0.0,nan,0.0,nan,0.0,4.633073473074616,0.0,nan,0.0,nan,0.0,nan,0.0,4.633073473074616,1.0729432937448298,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,90,6.4018974817477075,0.5477739870796601,nan,0.39701926642156476,nan,nan,1000.0,0.44256637186488057,0.290680073555592,11436,955,19244,101,nan,0.0,nan,0.0,nan,0.0,4.6859246585201575,0.0,nan,0.0,nan,0.0,nan,0.0,4.6859246585201575,1.0519622529196524,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,91,6.4018974817477075,0.5442466540882985,nan,0.3738731290762954,nan,nan,1000.0,0.3874908424908424,0.2691995073891626,11624,248,18505,33,nan,0.0,nan,0.0,nan,0.0,4.709527430574074,0.0,nan,0.0,nan,0.0,nan,0.0,4.709527430574074,1.0526200911657537,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,92,6.547751700414574,0.5269073189298312,nan,0.4104600139345902,nan,nan,1000.0,0.301414977887113,0.360812543068788,11567,452,18717,88,nan,0.0,nan,0.0,nan,0.0,4.731188455888578,0.0,nan,0.0,nan,0.0,nan,0.0,4.731188455888578,1.0575733343011855,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,93,6.821590002735113,0.5188519866516192,nan,0.4033447087150795,nan,nan,1000.0,0.4090368212441715,0.2947199669983426,11534,587,18874,47,nan,0.0,nan,0.0,nan,0.0,4.749983363147529,0.0,nan,0.0,nan,0.0,nan,0.0,4.749983363147529,1.0619746015292253,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,94,6.821590002735113,0.5126039872566859,nan,0.45512977312097824,nan,nan,1000.0,0.5983620431896294,0.3243905433645247,11570,448,18746,22,nan,0.0,nan,0.0,nan,0.0,4.780983710798233,0.0,nan,0.0,nan,0.0,nan,0.0,4.780983710798233,1.025639235337087,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,95,6.821590002735113,0.49389565420647463,nan,0.4038625458569522,nan,nan,1000.0,0.39015480920888934,0.3331354747807834,11475,768,19081,80,nan,0.0,nan,0.0,nan,0.0,4.820869453863578,0.0,nan,0.0,nan,0.0,nan,0.0,4.820869453863578,1.012812271088015,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,96,6.821590002735113,0.47312132095297177,nan,0.36489708997812925,nan,nan,1000.0,0.37330720956018093,0.30163723532035525,11460,803,19079,112,nan,0.0,nan,0.0,nan,0.0,4.85467430385048,0.0,nan,0.0,nan,0.0,nan,0.0,4.85467430385048,1.0040720729907353,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,97,6.821590002735113,0.4622156530370315,nan,0.44703349158133815,nan,nan,1000.0,0.42746856382907295,0.3393153452103514,11501,761,19066,60,nan,0.0,nan,0.0,nan,0.0,4.88415930111468,0.0,nan,0.0,nan,0.0,nan,0.0,4.88415930111468,1.0006163980432883,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,98,6.821590002735113,0.4591326554119587,nan,0.367919508636194,nan,nan,1000.0,0.4639063639063639,0.2566994610709781,11618,254,18521,15,nan,0.0,nan,0.0,nan,0.0,4.8936178045651335,0.0,nan,0.0,nan,0.0,nan,0.0,4.8936178045651335,0.9986887324209698,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,99,6.821590002735113,0.4493263230472803,nan,0.4188670700192712,nan,nan,1000.0,0.44380622348536797,0.3025605505229652,11582,411,18698,39,nan,0.0,nan,0.0,nan,0.0,4.901536191313612,0.0,nan,0.0,nan,0.0,nan,0.0,4.901536191313612,1.0023151340315721,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,100,6.821590002735113,0.43438665638367335,nan,0.36417055521099984,nan,nan,1000.0,0.33015162650095775,0.2717228863785,11573,413,18680,52,nan,0.0,nan,0.0,nan,0.0,4.923677493495185,0.0,nan,0.0,nan,0.0,nan,0.0,4.923677493495185,0.9954223861064095,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,101,6.821590002735113,0.4225743229935567,nan,0.43192396942183064,nan,nan,1000.0,0.44314687289391547,0.35054801683792186,11580,419,18695,42,nan,0.0,nan,0.0,nan,0.0,4.9392804345409695,0.0,nan,0.0,nan,0.0,nan,0.0,4.9392804345409695,0.991651065981369,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,102,6.821590002735113,0.40936832199494044,nan,0.4249055961698464,nan,nan,1000.0,0.5740676031834568,0.3050069058206144,11447,941,19306,32,nan,0.0,nan,0.0,nan,0.0,4.955867303102444,0.0,nan,0.0,nan,0.0,nan,0.0,4.955867303102444,0.985945262738576,nan,nan,nan,nan
noise-game,scale,mnist,42,500,200,1.1,1.0,0.05,iid,1.0,50,103,6.821590002735113,0.3915006571263075,nan,0.42867029965565495,nan,nan,1000.0,0.47265489563017277,0.32981079167119665,11512,696,19000,76,nan,0.0,nan,0.0,nan,0.0,4.994042166676244,0.0,nan,0.0,nan,0.0,nan,0.0,4.994042166676244,0.9319152351936209,nan,nan,nan,nan
