algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,trust_honest,trust_attacker,sigma_n_honest,sigma_n_attacker,nsr_honest,nsr_attacker,noise_norm_honest,noise_norm_attacker,n_dp_norm_honest,n_dp_norm_attacker,eps_n_honest,eps_n_attacker,sigma_dp_honest,sigma_dp_attacker,eps_avg,eps_std,avg_trust,avg_sigma_dp_precap,avg_n_dp_norm_postcap,avg_nsr
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,48,5.191612537737602,0.8815014764666558,0.4008623030781746,nan,1.2751537731715612,5.273528481324513,1000.0,0.0,nan,0,2533,0,48071,0.6743383492742266,0.5087910968065262,0.8202974126234217,0.9227353030095726,6747.035782693494,397.98243852000684,185.21539742606026,208.18425069173176,185.21539742606026,208.18425069173176,2.7387432517827683,4.523036506213734,0.8202974126234217,0.9227353030095726,3.809319204441348,1.1495235382802393,0.5125657898595356,0.9203995856392048,127.50356597900391,333.247964069713
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,49,5.233756598592212,0.8816609770059586,0.39980257749557496,nan,1.594909632205963,5.244017753601074,1000.0,0.0,nan,0,1518,0,48910,0.8140887260437012,0.5037276744345824,0.7265205475864945,0.9166559195290725,5328.615251484285,397.9939198155797,163.8036102294922,206.7558659362793,163.8036102294922,206.7558659362793,2.7496394954376795,4.5560408021713386,0.7265205475864945,0.9166559195290725,3.8334802794778753,1.16401125586757,0.5088155605265352,0.9135389462185385,125.6915556640625,292.0825044041906
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,50,5.1104876334703295,0.8796244767308236,0.4060024635493755,0.02725629258795716,1.3696407675743103,5.247759970029195,1000.0,0.5,0.006021041957155532,165,2,50102,397,0.7996025681495667,0.0,0.7280778462575943,0.0,5732.460822753112,0.0,163.98179626464844,0.0,163.98179626464844,0.0,2.795514461958914,0.0,0.7280778462575943,0.0,2.795514461958914,1.1790716541157524,0.7996025681495667,0.7280778462575943,5.7393628692626955,200.6361287963589
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,51,5.189122391698059,0.8645999783277512,0.5297029611468315,0.01426065736292229,1.3879768587648869,5.702714338302612,1000.0,0.6666666666666666,0.0027027816736792895,466,1,49962,559,0.8024068996310234,0.0,0.7191493619876447,0.0,5954.170476970596,0.0,162.02141571044922,0.0,162.02141571044922,0.0,2.849067956347522,0.0,0.7191493619876447,0.0,2.849067956347522,1.18533887597072,0.8024068996310234,0.7191493619876447,6.4808566284179685,238.16681907882383
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,52,5.194253122102357,0.8559834771975875,1.8289879429340363,0.2266658024371273,1.1721607872417994,9.922314511934916,1000.0,1.0,0.0896640556094068,364,0,49881,375,0.827655017375946,0.0,0.6986141883874668,0.0,5767.024076883193,0.0,157.68285478864397,0.0,157.68285478864397,0.0,2.9144521579377853,0.0,0.6986141883874668,0.0,2.9144521579377853,1.182845918990625,0.827655017375946,0.6986141883874668,5.518899917602539,201.84584269091178
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,53,5.194253122102357,0.828840980604291,27.95524250343442,0.40134400774650275,1.0598549761555411,34.94761608123779,1000.0,1.0,0.2939476037274261,1371,0,49069,632,0.7508347630500793,0.0,0.7363216030062371,0.0,6308.9602601832485,0.0,166.16457575017756,0.0,166.16457575017756,0.0,2.9721808777424075,0.0,0.7363216030062371,0.0,2.9721808777424075,1.1863568936708848,0.7508347630500793,0.7363216030062371,9.139051666259766,346.9928143100787
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,54,5.194253122102357,0.8019439800828695,1330.3160419142246,0.1794871794871795,1.2209185307676143,119.11518496195475,1000.0,0.2222222222222222,0.1313131313131313,907,470,49411,44,0.7509256059473212,0.0,0.7278959202192987,0.0,6460.681198493161,0.0,164.04622303355825,0.0,164.04622303355825,0.0,3.0156459125567285,0.0,0.7278959202192987,0.0,3.0156459125567285,1.2039009400654714,0.7509256059473212,0.7278959202192987,9.022542266845702,355.33746591712384
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,55,5.251112840563675,0.7812504798173905,77914.34727578118,0.14285714285714285,0.9832173492759466,702.2983579508464,1000.0,0.14285714285714285,0.125,4314,311,45863,14,0.6796737518161535,0.0,0.7617619785300496,0.0,5444.377716292105,0.0,172.08281707763672,0.0,172.08281707763672,0.0,3.045800617741894,0.0,0.7617619785300496,0.0,3.045800617741894,1.2158754814600585,0.6796737518161535,0.7617619785300496,6.883312683105469,217.7751086516842
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,56,5.260944851098356,0.7640274795889854,4376929.159568723,0.07022222222222221,0.8532558182875315,5389.761215820313,1000.0,0.20470588235294115,0.035667174023338404,14949,297,35229,5,0.7449051936467489,0.0,0.7169215293785501,0.0,6369.722367492056,0.0,161.66085561116537,0.0,161.66085561116537,0.0,3.0730798749967367,0.0,0.7169215293785501,0.0,3.0730798749967367,1.2202038361086018,0.7449051936467489,0.7169215293785501,4.849825668334961,191.09167102476167
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,57,5.260944851098356,0.7263054825365544,663190731.8173517,0.0910994338417347,0.8712572210601398,44479.96565104167,1000.0,0.2592090449233306,0.058417395137725155,13704,877,36942,13,0.6617444421031645,0.0,0.7642540543533365,0.0,4995.050219058854,0.0,172.33112008231026,0.0,172.33112008231026,0.0,3.1912305613123366,0.0,0.7642540543533365,0.0,3.1912305613123366,1.2004783737565112,0.6617444421031645,0.7642540543533365,12.063178405761718,349.6535153341198
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,58,5.260944851098356,0.6668414828181267,45517680512.37122,0.19135203759022953,0.9517561893812135,338366.0671875,1000.0,0.4086912844772956,0.1469071051172536,15333,1248,35634,49,0.646816302581053,0.0,0.7618906792774589,0.0,5704.977816827417,0.0,171.65522203947367,0.0,171.65522203947367,0.0,3.3122096757740946,0.0,0.7618906792774589,0.0,3.3122096757740946,1.179161005849833,0.646816302581053,0.7618906792774589,16.30724609375,541.9728925986046
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,59,5.260944851098356,0.6455394835583865,1479106331530.2937,0.07838465133000892,0.7123186620883644,2416045.26,1000.0,0.35100455100455097,0.044482374613717755,11757,856,38934,11,0.5550498023318747,0.0,0.8048004686010163,0.0,4908.651781080093,0.0,181.57400512695312,0.0,181.57400512695312,0.0,3.3800224822684704,0.0,0.8048004686010163,0.0,3.3800224822684704,1.168220756355421,0.5550498023318747,0.8048004686010163,10.894440307617188,294.51910686480556
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,60,5.260944851098356,0.6399814843386412,47102763101697.91,0.37029732420973027,0.545333718881011,15018706.856666667,1000.0,0.7563008295105482,0.27442358900563024,14713,553,35704,16,0.25774516599873704,0.0,0.9561697259409594,0.0,1777.4391830961597,0.0,215.47212388780383,0.0,215.47212388780383,0.0,3.3863176958864525,0.0,0.9561697259409594,0.0,3.3863176958864525,1.1736559888080305,0.25774516599873704,0.9561697259409594,9.696245574951172,79.98476323932718
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,61,5.278470527821063,0.6163574843108655,2542299909397261.0,0.13523485449732026,0.9108403177502064,101669448.96,1000.0,0.18064713064713064,0.16582215865783875,10797,732,39744,25,0.5617232763996491,0.0,0.78586415412808,0.0,4601.132794483359,0.0,176.9356243426983,0.0,176.9356243426983,0.0,3.456541273117355,0.0,0.78586415412808,0.0,3.456541273117355,1.1676880380111303,0.5617232763996491,0.78586415412808,11.50081558227539,299.0736316414184
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,62,5.4232659257127604,0.6035824839025736,7.956904585166562e+16,0.16683747539831126,0.7182851284742355,633122757.76,1000.0,0.43478091491507387,0.107171705042936,11352,506,39007,7,0.5017444843219386,0.0,0.8207597928197294,0.0,3777.3031621879886,0.0,185.29165988498264,0.0,185.29165988498264,0.0,3.5292993161384585,0.0,0.8207597928197294,0.0,3.5292993161384585,1.1441822322932718,0.5017444843219386,0.8207597928197294,8.338124694824218,169.97864229845953
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,63,5.4232659257127604,0.576029486618936,4.067281952163637e+18,0.09655107483495115,0.9144090407273986,4216440039.2533336,1000.0,0.3076262626262626,0.05476266475582481,9500,506,40838,30,0.5318063848059286,0.0,0.7831582500404403,0.0,5148.2376252868235,0.0,176.59162486683238,0.0,176.59162486683238,0.0,3.5796801182924862,0.0,0.7831582500404403,0.0,3.5796801182924862,1.1516744513927997,0.5318063848059286,0.7831582500404403,9.712539367675781,283.15306939077533
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,64,5.4232659257127604,0.5471529862284661,2.471566915463525e+20,0.2192112372701231,1.0244244934458817,26256370251.093334,1000.0,0.5248740507975552,0.13955321634764625,10854,1018,39953,19,0.4101601239027722,0.0,0.8383105221076071,0.0,4067.832047798654,0.0,189.28869301932198,0.0,189.28869301932198,0.0,3.6247985925714796,0.0,0.8383105221076071,0.0,3.6247985925714796,1.1500834660017865,0.4101601239027722,0.8383105221076071,13.25020851135254,284.74824334590573
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,65,5.431429715428786,0.5400174873322249,7.521200430211098e+21,0.19340399790764082,0.36603638033072156,171325712302.08,1000.0,0.4359885620915032,0.12521937038821465,10603,606,39817,34,0.20759771993228546,0.0,0.9357160405661661,0.0,2307.5643037049886,0.0,211.13592529296875,0.0,211.13592529296875,0.0,3.652252637174653,0.0,0.9357160405661661,0.0,3.652252637174653,1.155320048854051,0.20759771993228546,0.9357160405661661,12.668155517578125,138.45385822229932
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,66,5.431429715428786,0.5388194869831204,2.026407923894608e+23,0.246683936812929,0.35300719924271107,1064581711353.1733,1000.0,0.5589235694277711,0.1389924806968037,10941,433,39359,7,0.23056201718281955,0.0,0.91453638271936,0.0,1936.9850067445789,0.0,205.823579788208,0.0,205.823579788208,0.0,3.66476401565289,0.0,0.91453638271936,0.0,3.66476401565289,1.1663772094963625,0.23056201718281955,0.91453638271936,8.23294319152832,77.47940026978316
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,67,5.431429715428786,0.5259189852699637,1.3467970814677568e+25,0.2589662709177379,0.4990140852917518,6760948167256.747,1000.0,0.48601785641259326,0.19448243553517153,9213,814,41389,28,0.4188304969242641,0.0,0.8280666750213298,0.0,2760.957628421445,0.0,186.6311798095703,0.0,186.6311798095703,0.0,3.7715139693748267,0.0,0.8280666750213298,0.0,3.7715139693748267,1.094879700387461,0.4188304969242641,0.8280666750213298,13.064182586669922,193.26703398950113
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,68,5.431429715428786,0.5064129881188273,4.334746789974486e+26,0.2448175529563623,1.3915996544740417,41934934199937.7,1000.0,0.539158767866902,0.1595579480598304,11363,633,39099,9,0.5414866700091145,0.0,0.7510616499181691,0.0,3865.616754542281,0.0,169.58669211647728,0.0,169.58669211647728,0.0,3.843621976453134,0.0,0.7510616499181691,0.0,3.843621976453134,1.080288650868842,0.5414866700091145,0.7510616499181691,9.32726806640625,212.60892149982544
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,69,5.454117822810955,0.5143819867819548,1.0537301995719693e+28,0.19921862165175366,0.3062613358100255,264096051730841.6,1000.0,0.5801587301587302,0.12100558706404267,12759,356,37477,0,0.262823270012935,0.0,0.8713262754999365,0.0,1297.1149924694778,0.0,196.30338541666666,0.0,196.30338541666666,0.0,3.851725211430194,0.0,0.8713262754999365,0.0,3.851725211430194,1.0860562013316628,0.262823270012935,0.8713262754999365,5.8891015625,38.913449774084334
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,70,5.454117822810955,0.5034614879265428,2.9124085693869507e+29,0.14994243851386707,1.5609231472015381,1639969056243056.8,1000.0,0.41456140350877196,0.0916956313828987,13282,239,36837,0,0.680886298418045,0.0,0.6690506547291686,0.0,5257.602801303998,0.0,150.67979125976564,0.0,150.67979125976564,0.0,3.8902504668389004,0.0,0.6690506547291686,0.0,3.8902504668389004,1.0877386355023977,0.680886298418045,0.6690506547291686,3.7669947814941405,131.44007003259995
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,71,5.454117822810955,0.5076289862394333,7.659881984474002e+30,0.19137529137529138,0.7480362951755524,1.0236135659658718e+16,1000.0,0.5714285714285715,0.11574074074074074,10066,85,39913,0,0.4623774786790212,0.0,0.7624221115157389,0.0,2480.3558898388533,0.0,171.94497680664062,0.0,171.94497680664062,0.0,3.9003849928131182,0.0,0.7624221115157389,0.0,3.9003849928131182,1.0917940439332716,0.4623774786790212,0.7624221115157389,2.5791746520996095,37.2053383475828
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,72,5.454117822810955,0.49805998846888544,8.372766863912662e+32,0.29192335808939895,0.619620124499003,6.3988675829752136e+16,1000.0,0.6504405034324942,0.1886641759188081,13571,581,36865,5,0.3075532246277564,0.0,0.8322180109290014,0.0,2929.097277453836,0.0,187.9752434624566,0.0,187.9752434624566,0.0,3.9281483178015177,0.0,0.8322180109290014,0.0,3.9281483178015177,1.106928724417622,0.3075532246277564,0.8322180109290014,8.458885955810548,131.8093774854226
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,73,5.454117822810955,0.47954098775982856,inf,0.2649434932223534,0.5702008745322625,3.9486576450538746e+17,1000.0,0.4782928890854587,0.19044631436448392,11194,855,39416,15,0.28020721959571043,0.0,0.8318321491486744,0.0,2517.8000455804427,0.0,187.76564331054686,0.0,187.76564331054686,0.0,3.975116570788722,0.0,0.8318321491486744,0.0,3.975116570788722,1.1073900653637831,0.28020721959571043,0.8318321491486744,14.082423248291015,188.83500341853323
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,74,5.454117822810955,0.4849569883942604,inf,0.4455913208854385,0.4096465468406677,2.438138215935386e+18,1000.0,0.9287293277997861,0.2932142247750233,14347,364,35909,0,0.2982662845402956,0.0,0.8210047587759103,0.0,2967.700768763033,0.0,185.81151428222657,0.0,185.81151428222657,0.0,3.996172034951759,0.0,0.8210047587759103,0.0,3.996172034951759,1.11111096748712,0.2982662845402956,0.8210047587759103,4.645287857055664,74.19251921907582
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,75,5.454117822810955,0.4733444895967841,nan,0.2990581138447007,0.7330504635518248,1.5227461424095676e+19,1000.0,0.6410645465516426,0.20280975180255545,13430,532,36940,30,0.37745271665467456,0.0,0.7746877039567953,0.0,3386.4991281028533,0.0,174.59641473943537,0.0,174.59641473943537,0.0,4.03411605706156,0.0,0.7746877039567953,0.0,4.03411605706156,1.1128133920391474,0.37745271665467456,0.7746877039567953,9.602802810668946,186.2574520456569
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,76,5.454117822810955,0.46156298846006394,nan,0.4076179844693393,nan,nan,1000.0,0.6642284540619078,0.29806150081308186,19440,542,30938,22,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.071118256743934,0.0,nan,0.0,4.071118256743934,1.079198590873054,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,77,5.454117822810955,0.4419399891421199,nan,0.41852028769463173,0.4464343100786209,nan,1000.0,0.6806246210947571,0.30340118500291485,19337,914,31355,36,0.2254637533177932,0.0,0.8260376114196237,0.0,1924.7768998935296,0.0,186.31131795247396,0.0,186.31131795247396,0.0,4.1129504818873865,0.0,0.8260376114196237,0.0,4.1129504818873865,1.0827726938600415,0.2254637533177932,0.8260376114196237,13.973348846435547,144.35826749201476
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,78,5.50143661704917,0.4387694883346558,nan,0.4384248530097873,0.5141595105773636,nan,1000.0,0.7450804321734182,0.31122539301796853,19473,428,30823,0,0.1930929168260523,0.0,0.8331866074723641,0.0,1080.4200650095524,0.0,187.75763811383928,0.0,187.75763811383928,0.0,4.1193413117648365,0.0,0.8331866074723641,0.0,4.1193413117648365,1.0884829099753865,0.1930929168260523,0.8331866074723641,6.571517333984375,37.81470227533434
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,79,5.50143661704917,0.4282349883764982,nan,0.47188890756851926,0.563679630557696,nan,1000.0,0.8419939850863098,0.3312858312858313,19519,257,30622,10,0.4521673231696089,0.0,0.7383639471759448,0.0,4480.291426859082,0.0,166.33384958902994,0.0,166.33384958902994,0.0,4.162923851378337,0.0,0.7383639471759448,0.0,4.162923851378337,1.0560584879722994,0.4521673231696089,0.7383639471759448,4.990015487670899,134.40874280577245
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,80,5.50143661704917,0.41765498913824556,nan,0.3596259387718106,nan,nan,1000.0,0.5623756760346312,0.2667716952544693,19387,699,31099,19,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.192239432221995,0.0,nan,0.0,4.192239432221995,1.0612544579855752,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,81,5.50143661704917,0.4141144898161292,nan,0.43856584451452635,nan,nan,1000.0,0.7460778983304011,0.3126060927323567,19457,497,30901,1,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.20813092212442,0.0,nan,0.0,4.20813092212442,1.0545247524173926,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,82,5.50143661704917,0.415536489225924,nan,0.3640873015873016,nan,nan,1000.0,0.7530864197530863,0.24198506807202458,19554,95,30437,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.208613791015181,0.0,nan,0.0,4.208613791015181,1.0547679169190844,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,83,5.50143661704917,0.40880499079823496,nan,0.3885140014868912,nan,nan,1000.0,0.6372021344930088,0.2804333028807588,19433,543,30947,7,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.230723333967262,0.0,nan,0.0,4.230723333967262,1.0531004128442383,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,84,5.50143661704917,0.39934549026191235,nan,0.4585246110030167,nan,nan,1000.0,0.7857898857898858,0.3239925623112952,19460,500,30910,0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.252055845177542,0.0,nan,0.0,4.252055845177542,1.0541331897360682,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,85,5.50143661704917,0.3939949901401997,nan,0.4456310397362909,nan,nan,1000.0,0.7447747205811721,0.32059591144296823,19441,575,30996,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.276098797025899,0.0,nan,0.0,4.276098797025899,1.0477571380873147,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,86,5.50143661704917,0.3966329891979694,nan,0.3154533917126721,nan,nan,1000.0,0.5047947454844006,0.23074047309341425,19542,134,30476,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.2843657989453785,0.0,nan,0.0,4.2843657989453785,1.05018680120919,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,87,5.50143661704917,0.3912449906766415,nan,0.43429827488573397,nan,nan,1000.0,0.7653339038208996,0.30476756059383175,19511,282,30655,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.29427551678787,0.0,nan,0.0,4.29427551678787,1.0379055711576424,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,88,5.539735695364758,0.3834094912558794,nan,0.3759678858162355,nan,nan,1000.0,0.6635538942444312,0.26235736097717777,19526,217,30578,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.299170257241189,0.0,nan,0.0,4.299170257241189,1.040770010631884,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,89,5.539735695364758,0.36874699108302594,nan,0.4307815596213221,nan,nan,1000.0,0.6805256716194121,0.32057401111283346,19454,505,30902,9,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.332539015200052,0.0,nan,0.0,4.332539015200052,1.0359138754652022,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,90,5.539735695364758,0.35879849042743445,nan,0.22564559215645116,nan,nan,1000.0,0.3396860592260261,0.1791276364814596,19361,692,31076,11,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.372660655793513,0.0,nan,0.0,4.372660655793513,1.0198761033762134,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,91,5.539735695364758,0.3548269923403859,nan,0.3818963729464983,nan,nan,1000.0,0.6259450729894079,0.2778521643095092,19498,342,30719,7,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.38637029674075,0.0,nan,0.0,4.38637029674075,1.0144625126496656,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,92,5.539735695364758,0.3424519910663366,nan,0.43065827364232323,nan,nan,1000.0,0.7038832166964409,0.31317677427269675,19398,728,31161,7,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.400264921577862,0.0,nan,0.0,4.400264921577862,1.010028642126535,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,93,5.539735695364758,0.32508949223905803,nan,0.35474071668216156,nan,nan,1000.0,0.5300450715332748,0.2737285932822784,19441,496,30878,19,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.414805434167992,0.0,nan,0.0,4.414805434167992,1.0113009286400108,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,94,5.539735695364758,0.3188359909132123,nan,0.42785868568161917,nan,nan,1000.0,0.7126601922703871,0.30649076091341887,19451,505,30906,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.442810105458637,0.0,nan,0.0,4.442810105458637,0.9624512769997677,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,95,5.539735695364758,0.3085379918664694,nan,0.3755780282576737,nan,nan,1000.0,0.591124702024045,0.2820321686449325,19432,567,30970,23,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.463292857025904,0.0,nan,0.0,4.463292857025904,0.9588587985205601,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,96,5.539735695364758,0.30359799206256866,nan,0.38411801645165683,nan,nan,1000.0,0.6602847440620404,0.2710443151382823,19479,393,30785,5,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.486556299370767,0.0,nan,0.0,4.486556299370767,0.9493764176951955,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,97,5.691003300205341,0.29010049238801,nan,0.3922084207944868,nan,nan,1000.0,0.6132770572077645,0.3101689583704234,19366,827,31264,13,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.498758398058579,0.0,nan,0.0,4.498758398058579,0.9527710837179294,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,98,5.691003300205341,0.282831492498517,nan,0.35583640601822414,nan,nan,1000.0,0.6028571428571429,0.2525350067675649,19533,193,30544,2,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.510319700458693,0.0,nan,0.0,4.510319700458693,0.9510786863112148,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,99,5.691003300205341,0.2790519919618964,nan,0.4323771081978955,nan,nan,1000.0,0.7277966550992867,0.308611503131198,19468,482,30888,6,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.516288748373613,0.0,nan,0.0,4.516288748373613,0.9507093140248153,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,100,5.691003300205341,0.2724919942766428,nan,0.369167078778987,nan,nan,1000.0,0.5635285455138397,0.2887764201979141,19492,317,30681,8,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.526707026791412,0.0,nan,0.0,4.526707026791412,0.9412990275985662,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,101,5.691003300205341,0.26493149243295194,nan,0.35474133362118343,nan,nan,1000.0,0.5762923650088388,0.25854583248331653,19471,419,30804,14,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.536212617505751,0.0,nan,0.0,4.536212617505751,0.9410371134897637,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,102,5.691003300205341,0.26460399489849806,nan,0.4132747808559404,nan,nan,1000.0,0.6587034828450437,0.3045398675541778,19447,508,30907,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.538441333879774,0.0,nan,0.0,4.538441333879774,0.9420903958743044,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,103,5.691003300205341,0.25268499344587325,nan,0.4373685823745632,nan,nan,1000.0,0.680533442079691,0.33411155302733525,19393,772,31206,17,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.575191603305085,0.0,nan,0.0,4.575191603305085,0.875664191966759,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,104,5.691003300205341,0.23782149337232114,nan,0.45177592176631215,nan,nan,1000.0,0.7775400439040662,0.3185793577548209,19420,635,31071,4,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.592339011035066,0.0,nan,0.0,4.592339011035066,0.8706670726590008,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,105,5.691003300205341,0.23855699382722378,nan,0.5091167416528535,nan,nan,1000.0,0.8985194902548725,0.3556378635549019,19537,186,30542,3,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.592339011035066,0.0,nan,0.0,4.592339011035066,0.8706670726590008,nan,nan,nan,nan
noise-game,scale,mnist,42,500,300,1.1,1.0,0.05,iid,1.0,50,106,5.691003300205341,0.2348899943381548,nan,0.35905349318044116,nan,nan,1000.0,0.5643811077505608,0.26577641715261585,19413,624,31027,16,nan,0.0,nan,0.0,nan,0.0,nan,0.0,nan,0.0,4.596925589984263,0.0,nan,0.0,4.596925589984263,0.8707390425589501,nan,nan,nan,nan
